Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
PARC CLEMATIS,"1,428,000",721.19,"1,980",Oct-23,JALAN LEMPENG,Sub Sale,Strata,67,"21,313",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,11 to 15
TREASURE AT TAMPINES,"770,000",462.85,"1,664",Oct-23,TAMPINES LANE,Sub Sale,Strata,43,"17,907",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05
SENGKANG GRAND RESIDENCES,"1,555,000",764.24,"2,035",Oct-23,COMPASSVALE BOW,Sub Sale,Strata,71,"21,901",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
EASTWOOD CENTRE,"1,400,000","1,603.84",873,Oct-23,EASTWOOD ROAD,Resale,Strata,149,"9,396",-,Apartment,1,99 yrs lease commencing from 1995,16,Outside Central Region,01 to 05
RIVERFRONT RESIDENCES,"1,020,000",613.55,"1,662",Oct-23,HOUGANG AVENUE 7,Sub Sale,Strata,57,"17,895",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
TROPICAL SPRING,"1,500,000","1,377.79","1,089",Oct-23,SIMEI STREET 4,Resale,Strata,128,"11,719",-,Condominium,1,99 yrs lease commencing from 1997,18,Outside Central Region,06 to 10
PARC CLEMATIS,"896,000",452.09,"1,982",Oct-23,JALAN LEMPENG,Sub Sale,Strata,42,"21,333",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,11 to 15
AFFINITY AT SERANGOON,"1,290,000",731.95,"1,762",Oct-23,SERANGOON NORTH AVENUE 1,Sub Sale,Strata,68,"18,971",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
SUNGLADE,"1,818,000","1,517.72","1,198",Oct-23,SERANGOON AVENUE 2,Resale,Strata,141,"12,894",-,Condominium,1,99 yrs lease commencing from 2000,19,Outside Central Region,01 to 05
LENTOR HILLS RESIDENCES,"2,002,000",968.76,"2,067",Oct-23,LENTOR HILLS ROAD,New Sale,Strata,90,"22,244",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,06 to 10
LENTOR HILLS RESIDENCES,"2,302,000","1,108.69","2,076",Oct-23,LENTOR HILLS ROAD,New Sale,Strata,103,"22,350",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,16 to 20
THE ARDEN,"1,380,000",818.06,"1,687",Oct-23,PHOENIX ROAD,New Sale,Strata,76,"18,158",-,Apartment,1,99 yrs lease commencing from 2023,23,Outside Central Region,01 to 05
THE RESERVE RESIDENCES,"3,811,916","1,625.36","2,345",Oct-23,JALAN ANAK BUKIT,New Sale,Strata,151,"25,244",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,06 to 10
PINETREE HILL,"2,454,000",968.76,"2,533",Oct-23,PINE GROVE,New Sale,Strata,90,"27,267",-,Condominium,1,99 yrs lease commencing from 2022,21,Rest of Central Region,21 to 25
LENTOR HILLS RESIDENCES,"1,732,000",753.48,"2,299",Oct-23,LENTOR HILLS ROAD,New Sale,Strata,70,"24,743",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15
LEEDON GREEN,"2,105,000",710.42,"2,963",Oct-23,LEEDON HEIGHTS,New Sale,Strata,66,"31,894",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
PARC BOTANNIA,"1,250,000",785.77,"1,591",Oct-23,FERNVALE STREET,Resale,Strata,73,"17,123",-,Condominium,1,99 yrs lease commencing from 2016,28,Outside Central Region,11 to 15
THOMSON V TWO,"860,000",559.73,"1,536",Oct-23,SIN MING ROAD,Resale,Strata,52,"16,538",-,Apartment,1,Freehold,20,Rest of Central Region,01 to 05
THE GLADES,"773,000",452.09,"1,710",Oct-23,BEDOK RISE,Resale,Strata,42,"18,405",-,Condominium,1,99 yrs lease commencing from 2013,16,Outside Central Region,06 to 10
MIDTOWN BAY,"2,501,730",731.95,"3,418",Oct-23,BEACH ROAD,New Sale,Strata,68,"36,790",-,Apartment,1,99 yrs lease commencing from 2018,07,Core Central Region,16 to 20
THE RESERVE RESIDENCES,"3,318,000","1,474.67","2,250",Oct-23,JALAN ANAK BUKIT,New Sale,Strata,137,"24,219",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,06 to 10
BALLOTA PARK CONDOMINIUM,"1,380,000","1,313.21","1,051",Oct-23,MARIAM WAY,Resale,Strata,122,"11,311",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
PANDAN VALLEY,"1,700,000","1,173.28","1,449",Oct-23,PANDAN VALLEY,Resale,Strata,109,"15,596",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
MY MANHATTAN,"1,290,000",871.88,"1,480",Oct-23,SIMEI STREET 3,Resale,Strata,81,"15,926",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,06 to 10
TREASURE AT TAMPINES,"1,170,000",678.13,"1,725",Oct-23,TAMPINES LANE,Sub Sale,Strata,63,"18,571",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10
AFFINITY AT SERANGOON,"2,030,000","1,076.4","1,886",Oct-23,SERANGOON NORTH AVENUE 1,Sub Sale,Strata,100,"20,300",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
PINETREE HILL,"2,242,000",968.76,"2,314",Oct-23,PINE GROVE,New Sale,Strata,90,"24,911",-,Condominium,1,99 yrs lease commencing from 2022,21,Rest of Central Region,06 to 10
RICH EAST GARDEN,"3,680,000","2,551.07","1,443",Oct-23,UPPER EAST COAST ROAD,Resale,Strata,237,"15,527",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
BOATHOUSE RESIDENCES,"1,280,000","1,076.4","1,189",Oct-23,UPPER SERANGOON VIEW,Resale,Strata,100,"12,800",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
PALM ISLES,"924,000",785.77,"1,176",Oct-23,FLORA DRIVE,Resale,Strata,73,"12,658",-,Condominium,1,99 yrs lease commencing from 2011,17,Outside Central Region,01 to 05
THE ANCHORAGE,"2,750,000","1,420.85","1,935",Oct-23,ALEXANDRA ROAD,Resale,Strata,132,"20,833",-,Condominium,1,Freehold,03,Rest of Central Region,11 to 15
TREASURE AT TAMPINES,"976,000",592.02,"1,649",Oct-23,TAMPINES LANE,Sub Sale,Strata,55,"17,745",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05
THE LAKEFRONT RESIDENCES,"840,000",505.91,"1,660",Oct-23,LAKESIDE DRIVE,Resale,Strata,47,"17,872",-,Condominium,1,99 yrs lease commencing from 2010,22,Outside Central Region,06 to 10
PARC EMILY,"1,820,000",893.41,"2,037",Oct-23,MOUNT EMILY ROAD,Resale,Strata,83,"21,928",-,Condominium,1,Freehold,09,Core Central Region,01 to 05
LENTOR MODERN,"2,373,000","1,130.22","2,100",Oct-23,LENTOR CENTRAL,New Sale,Strata,105,"22,600",-,Apartment,1,99 yrs lease commencing from 2021,26,Outside Central Region,21 to 25
A TREASURE TROVE,"1,480,000","1,044.11","1,417",Oct-23,PUNGGOL WALK,Resale,Strata,97,"15,258",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
KLIMT CAIRNHILL,"3,138,000",893.41,"3,512",Oct-23,CAIRNHILL ROAD,New Sale,Strata,83,"37,807",-,Apartment,1,Freehold,09,Core Central Region,31 to 35
THE POIZ RESIDENCES,"2,190,000","1,184.04","1,850",Oct-23,MEYAPPA CHETTIAR ROAD,Resale,Strata,110,"19,909",-,Apartment,1,99 yrs lease commencing from 2014,13,Rest of Central Region,01 to 05
STRATUM,"1,620,000","1,388.56","1,167",Oct-23,ELIAS ROAD,Resale,Strata,129,"12,558",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05
Q BAY RESIDENCES,"1,650,000","1,119.46","1,474",Oct-23,TAMPINES STREET 86,Resale,Strata,104,"15,865",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,16 to 20
PARC ESTA,"1,175,000",527.44,"2,228",Oct-23,SIMS AVENUE,Resale,Strata,49,"23,980",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,06 to 10
THE FLORENCE RESIDENCES,"1,460,000",914.94,"1,596",Oct-23,HOUGANG AVENUE 2,Sub Sale,Strata,85,"17,176",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,16 to 20
NAUNG RESIDENCE,"1,080,000","1,022.58","1,056",Oct-23,JALAN NAUNG,Resale,Strata,95,"11,368",-,Apartment,1,999 yrs lease commencing from 1883,19,Outside Central Region,01 to 05
SANT RITZ,"1,165,000",656.6,"1,774",Oct-23,PHENG GECK AVENUE,Resale,Strata,61,"19,098",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,16 to 20
PRESTIGE LOFT,"1,200,000",753.48,"1,593",Oct-23,TELOK KURAU ROAD,Resale,Strata,70,"17,143",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
CUBE 8,"1,668,000",925.7,"1,802",Oct-23,THOMSON ROAD,Resale,Strata,86,"19,395",-,Condominium,1,Freehold,11,Core Central Region,21 to 25
BUKIT REGENCY,"1,888,000","1,356.26","1,392",Oct-23,UPPER BUKIT TIMAH VIEW,Resale,Strata,126,"14,984",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
SKY EVERTON,"1,850,000",656.6,"2,818",Oct-23,EVERTON ROAD,Sub Sale,Strata,61,"30,328",-,Apartment,1,Freehold,02,Rest of Central Region,26 to 30
THE SOUND,"1,760,000",893.41,"1,970",Oct-23,EAST COAST ROAD,Resale,Strata,83,"21,205",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
SKYLINE RESIDENCES,"1,930,000",828.83,"2,329",Oct-23,TELOK BLANGAH ROAD,Resale,Strata,77,"25,065",-,Condominium,1,Freehold,04,Rest of Central Region,21 to 25
KINGSFORD WATERBAY,"1,450,000","1,033.34","1,403",Oct-23,UPPER SERANGOON VIEW,Resale,Strata,96,"15,104",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,06 to 10
PARK COLONIAL,"1,008,888",462.85,"2,180",Oct-23,WOODLEIGH LANE,Resale,Strata,43,"23,463",-,Condominium,1,99 yrs lease commencing from 2017,13,Rest of Central Region,11 to 15
VA RESIDENCES,"845,000",516.67,"1,635",Oct-23,BOON TECK ROAD,Resale,Strata,48,"17,604",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
THE ALPS RESIDENCES,"1,540,000","1,087.16","1,417",Oct-23,TAMPINES STREET 86,Resale,Strata,101,"15,248",-,Condominium,1,99 yrs lease commencing from 2015,18,Outside Central Region,01 to 05
BISHAN PARK CONDOMINIUM,"1,742,000","1,345.5","1,295",Oct-23,SIN MING WALK,Resale,Strata,125,"13,936",-,Condominium,1,99 yrs lease commencing from 1991,20,Rest of Central Region,01 to 05
CASA RIVIERA,"1,570,000","1,205.57","1,302",Oct-23,LIM TUA TOW ROAD,Resale,Strata,112,"14,018",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
CLOVER BY THE PARK,"2,350,000","1,291.68","1,819",Oct-23,BISHAN STREET 25,Resale,Strata,120,"19,583",-,Condominium,1,99 yrs lease commencing from 2007,20,Rest of Central Region,31 to 35
THE INTERLACE,"1,600,000","1,054.87","1,517",Oct-23,DEPOT ROAD,Resale,Strata,98,"16,327",-,Condominium,1,99 yrs lease commencing from 2009,04,Rest of Central Region,11 to 15
RIVERTREES RESIDENCES,"1,368,888",947.23,"1,445",Oct-23,FERNVALE CLOSE,Resale,Strata,88,"15,556",-,Apartment,1,99 yrs lease commencing from 2013,28,Outside Central Region,16 to 20
RESIDENTIAL APARTMENTS,"2,400,000","1,733","1,385",Oct-23,HERTFORD ROAD,Resale,Strata,161,"14,907",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
REGENT HEIGHTS,"1,120,000","1,162.51",963,Oct-23,BUKIT BATOK EAST AVENUE 5,Resale,Strata,108,"10,370",-,Condominium,1,99 yrs lease commencing from 1995,23,Outside Central Region,01 to 05
THE SANCTUARY @ GEYLANG,"830,000",678.13,"1,224",Oct-23,LORONG 30 GEYLANG,Resale,Strata,63,"13,175",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
OASIS @ ELIAS,"1,390,000","1,248.62","1,113",Oct-23,ELIAS ROAD,Resale,Strata,116,"11,983",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10
FORETT@BUKIT TIMAH,"2,270,000",968.76,"2,343",Oct-23,TOH TUCK ROAD,Sub Sale,Strata,90,"25,222",-,Apartment,1,Freehold,21,Rest of Central Region,01 to 05
VILLAGE @ PASIR PANJANG,"1,580,000","1,076.4","1,468",Oct-23,PASIR PANJANG ROAD,Resale,Strata,100,"15,800",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
A TREASURE TROVE,"1,739,000","1,270.15","1,369",Oct-23,PUNGGOL WALK,Resale,Strata,118,"14,737",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
SEASIDE RESIDENCES,"1,320,000",592.02,"2,230",Oct-23,SIGLAP LINK,Resale,Strata,55,"24,000",-,Apartment,1,99 yrs lease commencing from 2016,15,Outside Central Region,16 to 20
HEDGES PARK CONDOMINIUM,"1,630,000","1,345.5","1,211",Oct-23,FLORA DRIVE,Resale,Strata,125,"13,040",-,Condominium,1,99 yrs lease commencing from 2010,17,Outside Central Region,01 to 05
ZENITH,"1,680,000",742.72,"2,262",Oct-23,ZION ROAD,Resale,Strata,69,"24,348",-,Apartment,1,999 yrs lease commencing from 1877,10,Core Central Region,11 to 15
THE INTERWEAVE,"695,000",376.74,"1,845",Oct-23,KIM KEAT ROAD,Resale,Strata,35,"19,857",-,Apartment,1,Freehold,12,Rest of Central Region,16 to 20
THE LEGACY,"1,850,000",958,"1,931",Oct-23,BUKIT TIMAH ROAD,Resale,Strata,89,"20,787",-,Apartment,1,Freehold,10,Core Central Region,06 to 10
THE TRE VER,"1,378,000",688.9,"2,000",Oct-23,POTONG PASIR AVENUE 1,Sub Sale,Strata,64,"21,531",-,Condominium,1,99 yrs lease commencing from 2018,13,Rest of Central Region,11 to 15
MIMOSA PARK,"2,700,000","2,152.8","1,254",Oct-23,MIMOSA ROAD,Resale,Strata,200,"13,500",-,Condominium,1,Freehold,28,Outside Central Region,06 to 10
MARINE BLUE,"1,750,000","1,270.15","1,378",Oct-23,MARINE PARADE ROAD,Resale,Strata,118,"14,831",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
NEWTON EDGE,"1,550,000",807.3,"1,920",Oct-23,MAKEWAY AVENUE,Resale,Strata,75,"20,667",-,Apartment,1,Freehold,09,Core Central Region,11 to 15
ROSE MAISON,"1,430,000","1,119.46","1,277",Oct-23,HAIG AVENUE,Resale,Strata,104,"13,750",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
NOVA 48,"1,750,000","1,065.64","1,642",Oct-23,PROME ROAD,Resale,Strata,99,"17,677",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
GRAND DUNMAN,"3,468,000","1,431.61","2,422",Oct-23,DUNMAN ROAD,New Sale,Strata,133,"26,075",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,06 to 10
ORCHARD SOPHIA,"2,016,000",710.42,"2,838",Oct-23,SOPHIA ROAD,New Sale,Strata,66,"30,545",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
LOYANG VALLEY,"1,788,000","1,905.23",938,Oct-23,LOYANG AVENUE,Resale,Strata,177,"10,102",-,Condominium,1,99 yrs lease commencing from 1982,17,Outside Central Region,01 to 05
HIGH PARK RESIDENCES,"1,010,000",667.37,"1,513",Oct-23,FERNVALE ROAD,Resale,Strata,62,"16,290",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,11 to 15
HILLVIEW HEIGHTS,"2,800,000","1,668.42","1,678",Oct-23,HILLVIEW AVENUE,Resale,Strata,155,"18,065",-,Condominium,1,Freehold,23,Outside Central Region,06 to 10
LENTOR MODERN,"2,326,000","1,130.22","2,058",Oct-23,LENTOR CENTRAL,New Sale,Strata,105,"22,152",-,Apartment,1,99 yrs lease commencing from 2021,26,Outside Central Region,11 to 15
LENTOR HILLS RESIDENCES,"2,055,000",958,"2,145",Oct-23,LENTOR HILLS ROAD,New Sale,Strata,89,"23,090",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15
LENTOR MODERN,"3,141,000","1,528.49","2,055",Oct-23,LENTOR CENTRAL,New Sale,Strata,142,"22,120",-,Apartment,1,99 yrs lease commencing from 2021,26,Outside Central Region,01 to 05
AMBER SKYE,"7,400,000","5,177.48","1,429",Oct-23,AMBER ROAD,Resale,Strata,481,"15,385",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
LAKEHOLMZ,"1,720,888","1,506.96","1,142",Oct-23,CORPORATION ROAD,Resale,Strata,140,"12,292",-,Condominium,1,99 yrs lease commencing from 2001,22,Outside Central Region,01 to 05
THE FLORENCE RESIDENCES,"1,680,000",925.7,"1,815",Oct-23,HOUGANG AVENUE 2,Sub Sale,Strata,86,"19,535",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
MACKENZIE 88,"838,000",452.09,"1,854",Oct-23,MACKENZIE ROAD,Resale,Strata,42,"19,952",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
NV RESIDENCES,"1,300,000","1,087.16","1,196",Oct-23,PASIR RIS GROVE,Resale,Strata,101,"12,871",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,11 to 15
THE CASCADIA,"2,008,888",990.29,"2,029",Oct-23,BUKIT TIMAH ROAD,Resale,Strata,92,"21,836",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
CLOVER BY THE PARK,"2,450,000","1,248.62","1,962",Oct-23,BISHAN STREET 25,Resale,Strata,116,"21,121",-,Condominium,1,99 yrs lease commencing from 2007,20,Rest of Central Region,36 to 40
SKIES MILTONIA,"938,000",721.19,"1,301",Oct-23,MILTONIA CLOSE,Resale,Strata,67,"14,000",-,Condominium,1,99 yrs lease commencing from 2012,27,Outside Central Region,11 to 15
THE LINCOLN RESIDENCES,"4,100,000","1,840.64","2,227",Oct-23,SURREY ROAD,Resale,Strata,171,"23,977",-,Condominium,1,Freehold,11,Core Central Region,11 to 15
RIVERGATE,"4,300,000","1,539.25","2,794",Oct-23,ROBERTSON QUAY,Resale,Strata,143,"30,070",-,Apartment,1,Freehold,09,Core Central Region,31 to 35
BLUWATERS,"1,030,000",818.06,"1,259",Oct-23,JALAN LOYANG BESAR,Resale,Strata,76,"13,553",-,Apartment,1,946 yrs lease commencing from 1938,17,Outside Central Region,01 to 05
BAYSHORE PARK,"1,080,000",936.47,"1,153",Oct-23,BAYSHORE ROAD,Resale,Strata,87,"12,414",-,Condominium,1,99 yrs lease commencing from 1982,16,Outside Central Region,06 to 10
CARABELLE,"2,100,000","1,237.86","1,696",Oct-23,WEST COAST WAY,Resale,Strata,115,"18,261",-,Condominium,1,956 yrs lease commencing from 1928,05,Outside Central Region,06 to 10
PARC ROSEWOOD,"645,000",430.56,"1,498",Oct-23,ROSEWOOD DRIVE,Resale,Strata,40,"16,125",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
THE TESSARINA,"1,860,000",925.7,"2,009",Oct-23,WILBY ROAD,Resale,Strata,86,"21,628",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
THE SEA VIEW,"3,960,000","1,646.89","2,405",Oct-23,AMBER ROAD,Resale,Strata,153,"25,882",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
OPTIMA @ TANAH MERAH,"1,718,000","1,173.28","1,464",Oct-23,TANAH MERAH KECHIL AVENUE,Resale,Strata,109,"15,761",-,Condominium,1,99 yrs lease commencing from 2008,16,Outside Central Region,06 to 10
INTERNATIONAL PLAZA,"1,800,000","1,496.2","1,203",Oct-23,ANSON ROAD,Resale,Strata,139,"12,950",-,Apartment,1,99 yrs lease commencing from 1970,02,Core Central Region,36 to 40
HALLMARK RESIDENCES,"2,320,000",968.76,"2,395",Oct-23,EWE BOON ROAD,Resale,Strata,90,"25,778",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
AFFINITY AT SERANGOON,"2,100,000","1,151.75","1,823",Oct-23,SERANGOON NORTH AVENUE 1,Sub Sale,Strata,107,"19,626",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
RIVERSAILS,"1,680,000","1,184.04","1,419",Oct-23,UPPER SERANGOON CRESCENT,Resale,Strata,110,"15,273",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
PRINCIPAL GARDEN,"965,000",505.91,"1,907",Oct-23,PRINCE CHARLES CRESCENT,Resale,Strata,47,"20,532",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,01 to 05
THE WISTERIA,"978,000",710.42,"1,377",Oct-23,YISHUN RING ROAD,Resale,Strata,66,"14,818",-,Apartment,1,99 yrs lease commencing from 2015,27,Outside Central Region,06 to 10
GRANDEUR PARK RESIDENCES,"1,030,000",581.26,"1,772",Oct-23,BEDOK SOUTH AVENUE 3,Resale,Strata,54,"19,074",-,Condominium,1,99 yrs lease commencing from 2016,16,Outside Central Region,01 to 05
RIVERFRONT RESIDENCES,"1,488,888",914.94,"1,627",Oct-23,HOUGANG AVENUE 7,Sub Sale,Strata,85,"17,516",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
WATERVIEW,"1,060,888",785.77,"1,350",Oct-23,TAMPINES AVENUE 1,Resale,Strata,73,"14,533",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,06 to 10
HILLVIEW REGENCY,"1,050,000",904.18,"1,161",Oct-23,BUKIT BATOK EAST AVENUE 2,Resale,Strata,84,"12,500",-,Condominium,1,99 yrs lease commencing from 2000,23,Outside Central Region,06 to 10
RIPPLE BAY,"1,550,000","1,162.51","1,333",Oct-23,PASIR RIS LINK,Resale,Strata,108,"14,352",-,Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,06 to 10
THE WATER EDGE,"655,000",365.98,"1,790",Oct-23,LORONG 38 GEYLANG,Resale,Strata,34,"19,265",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
THE FLORENCE RESIDENCES,"830,000",484.38,"1,714",Oct-23,HOUGANG AVENUE 2,Sub Sale,Strata,45,"18,444",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
PARK COLONIAL,"1,350,000",635.08,"2,126",Oct-23,WOODLEIGH LANE,Resale,Strata,59,"22,881",-,Condominium,1,99 yrs lease commencing from 2017,13,Rest of Central Region,06 to 10
HAIG COURT,"2,700,000","1,442.38","1,872",Oct-23,HAIG ROAD,Resale,Strata,134,"20,149",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
ROSEWOOD,"966,888","1,011.82",956,Oct-23,ROSEWOOD DRIVE,Resale,Strata,94,"10,286",-,Condominium,1,99 yrs lease commencing from 2000,25,Outside Central Region,06 to 10
TREASURE AT TAMPINES,"1,075,000",678.13,"1,585",Oct-23,TAMPINES LANE,Sub Sale,Strata,63,"17,063",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05
DUO RESIDENCES,"1,270,000",645.84,"1,966",Oct-23,FRASER STREET,Resale,Strata,60,"21,167",-,Apartment,1,99 yrs lease commencing from 2011,07,Core Central Region,16 to 20
D'LEEDON,"1,280,000",635.08,"2,016",Oct-23,LEEDON HEIGHTS,Resale,Strata,59,"21,695",-,Condominium,1,99 yrs lease commencing from 2010,10,Core Central Region,16 to 20
THE RESERVE RESIDENCES,"3,300,091","1,313.21","2,513",Oct-23,JALAN ANAK BUKIT,New Sale,Strata,122,"27,050",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,21 to 25
