Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
WATERFRONT @ FABER,"1,943,000","1,280.92","1,517",Oct-23,FABER WALK,Resale,Strata,119,"16,328",-,Apartment,1,99 yrs lease commencing from 2013,05,Outside Central Region,01 to 05
PALAZZETTO,"1,348,000",818.06,"1,648",Oct-23,TANJONG RHU ROAD,Resale,Strata,76,"17,737",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
SENNETT ESTATE,"1,538,888","1,119.46","1,375",Oct-23,MACPHERSON ROAD,Resale,Strata,104,"14,797",-,Apartment,1,9999 yrs lease commencing from 1959,13,Rest of Central Region,01 to 05
ST MICHAEL REGENCY,"1,780,000","1,248.62","1,426",Oct-23,ST. MICHAEL'S ROAD,Resale,Strata,116,"15,345",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
PARK PLACE RESIDENCES AT PLQ,"1,528,000",678.13,"2,253",Oct-23,PAYA LEBAR ROAD,Resale,Strata,63,"24,254",-,Apartment,1,99 yrs lease commencing from 2015,14,Rest of Central Region,06 to 10
PARC CLEMATIS,"1,730,000",828.83,"2,087",Oct-23,JALAN LEMPENG,Sub Sale,Strata,77,"22,468",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,06 to 10
LAGOON VIEW,"1,820,000","1,646.89","1,105",Oct-23,MARINE PARADE ROAD,Resale,Strata,153,"11,895",-,Apartment,1,99 yrs lease commencing from 1977,15,Outside Central Region,11 to 15
THE TRILINQ,"2,515,000","1,517.72","1,657",Oct-23,JALAN LEMPENG,Resale,Strata,141,"17,837",-,Condominium,1,99 yrs lease commencing from 2012,05,Outside Central Region,16 to 20
THE ROCHESTER RESIDENCES,"2,180,000","1,302.44","1,674",Oct-23,ROCHESTER DRIVE,Resale,Strata,121,"18,017",-,Apartment,1,99 yrs lease commencing from 2005,05,Rest of Central Region,31 to 35
MEIER SUITES,"4,150,000","2,206.62","1,881",Oct-23,MARGATE ROAD,Resale,Strata,205,"20,244",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
THE RESERVE RESIDENCES,"3,126,504","1,323.97","2,361",Oct-23,JALAN ANAK BUKIT,New Sale,Strata,123,"25,419",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,16 to 20
MIDTOWN MODERN,"3,834,000","1,463.9","2,619",Oct-23,TAN QUEE LAN STREET,New Sale,Strata,136,"28,191",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,06 to 10
THE PROMENADE@PELIKAT,"1,118,000",807.3,"1,385",Oct-23,JALAN PELIKAT,Resale,Strata,75,"14,907",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
THE ARDEN,"1,326,000",721.19,"1,839",Oct-23,PHOENIX ROAD,New Sale,Strata,67,"19,791",-,Apartment,1,99 yrs lease commencing from 2023,23,Outside Central Region,01 to 05
CLOVER BY THE PARK,"2,200,000","1,248.62","1,762",Oct-23,BISHAN STREET 25,Resale,Strata,116,"18,966",-,Condominium,1,99 yrs lease commencing from 2007,20,Rest of Central Region,06 to 10
MEDGE,"865,000",462.85,"1,869",Oct-23,MINBU ROAD,Resale,Strata,43,"20,116",-,Apartment,1,Freehold,11,Core Central Region,11 to 15
ARENA RESIDENCES,"1,333,888",602.78,"2,213",Oct-23,GUILLEMARD CRESCENT,Sub Sale,Strata,56,"23,819",-,Apartment,1,Freehold,14,Rest of Central Region,11 to 15
VILLA MARINA,"1,700,000","1,280.92","1,327",Oct-23,JALAN SEMPADAN,Resale,Strata,119,"14,286",-,Condominium,1,99 yrs lease commencing from 1995,15,Outside Central Region,01 to 05
COCO PALMS,"2,375,000","1,743.77","1,362",Oct-23,PASIR RIS GROVE,Resale,Strata,162,"14,660",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,11 to 15
STIRLING RESIDENCES,"1,810,000",785.77,"2,303",Oct-23,STIRLING ROAD,Resale,Strata,73,"24,795",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,11 to 15
COCO PALMS,"1,230,000",753.48,"1,632",Oct-23,PASIR RIS GROVE,Resale,Strata,70,"17,571",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,11 to 15
CITY GATE,"1,180,000",559.73,"2,108",Oct-23,BEACH ROAD,Resale,Strata,52,"22,692",-,Apartment,1,99 yrs lease commencing from 2014,07,Rest of Central Region,16 to 20
LAGUNA PARK,"1,968,000","1,614.6","1,219",Oct-23,MARINE PARADE ROAD,Resale,Strata,150,"13,120",-,Apartment,1,99 yrs lease commencing from 1977,15,Outside Central Region,16 to 20
ZENITH,"1,180,000",559.73,"2,108",Oct-23,ZION ROAD,Resale,Strata,52,"22,692",-,Apartment,1,999 yrs lease commencing from 1877,10,Core Central Region,11 to 15
THE PANORAMA,"1,880,000","1,011.82","1,858",Oct-23,ANG MO KIO AVENUE 2,Resale,Strata,94,"20,000",-,Condominium,1,99 yrs lease commencing from 2013,20,Outside Central Region,01 to 05
PARC CLEMATIS,"1,365,000",721.19,"1,893",Oct-23,JALAN LEMPENG,Sub Sale,Strata,67,"20,373",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,01 to 05
PARC CLEMATIS,"1,450,000",721.19,"2,011",Oct-23,JALAN LEMPENG,Sub Sale,Strata,67,"21,642",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,06 to 10
MYRA,"2,990,000","1,323.97","2,258",Oct-23,MEYAPPA CHETTIAR ROAD,New Sale,Strata,123,"24,309",-,Apartment,1,Freehold,13,Rest of Central Region,06 to 10
WOODSVILLE 28,"2,200,000","1,399.32","1,572",Oct-23,WOODSVILLE CLOSE,Resale,Strata,130,"16,923",-,Apartment,1,99 yrs lease commencing from 2007,13,Rest of Central Region,11 to 15
LINCOLN SUITES,"2,550,000","1,097.93","2,323",Oct-23,KHIANG GUAN AVENUE,Resale,Strata,102,"25,000",-,Condominium,1,Freehold,11,Core Central Region,16 to 20
SEASONS VIEW,"1,330,000",968.76,"1,373",Oct-23,PEMIMPIN DRIVE,Resale,Strata,90,"14,778",-,Condominium,1,99 yrs lease commencing from 1996,20,Rest of Central Region,01 to 05
EIGHT RIVERSUITES,"1,430,000",807.3,"1,771",Oct-23,WHAMPOA EAST,Resale,Strata,75,"19,067",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,16 to 20
THE MEYERISE,"5,028,000","1,819.12","2,764",Oct-23,MEYER ROAD,Resale,Strata,169,"29,751",-,Condominium,1,Freehold,15,Rest of Central Region,26 to 30
NEEM TREE,"800,000",419.8,"1,906",Oct-23,JALAN KEMAMAN,Resale,Strata,39,"20,513",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
PARC VISTA,"1,460,000","1,259.39","1,159",Oct-23,CORPORATION ROAD,Resale,Strata,117,"12,479",-,Condominium,1,99 yrs lease commencing from 1995,22,Outside Central Region,11 to 15
8@WOODLEIGH,"731,888",398.27,"1,838",Oct-23,WOODLEIGH CLOSE,Resale,Strata,37,"19,781",-,Condominium,1,99 yrs lease commencing from 2008,13,Rest of Central Region,11 to 15
PARC ROSEWOOD,"935,000",828.83,"1,128",Oct-23,ROSEWOOD DRIVE,Resale,Strata,77,"12,143",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
PARC CLEMATIS,"1,440,000",710.42,"2,027",Oct-23,JALAN LEMPENG,Sub Sale,Strata,66,"21,818",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,06 to 10
THE VERVE,"1,450,000","1,313.21","1,104",Oct-23,JALAN RAJAH,Resale,Strata,122,"11,885",-,Apartment,1,Freehold,12,Rest of Central Region,16 to 20
GEM RESIDENCES,"2,355,000","1,248.62","1,886",Oct-23,LORONG 5 TOA PAYOH,Sub Sale,Strata,116,"20,302",-,Condominium,1,99 yrs lease commencing from 2015,12,Rest of Central Region,26 to 30
RESIDENTIAL APARTMENTS,"1,150,000",914.94,"1,257",Oct-23,LORONG 17 GEYLANG,Resale,Strata,85,"13,529",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
PAVILION SQUARE,"660,000",462.85,"1,426",Oct-23,GEYLANG ROAD,Resale,Strata,43,"15,349",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
THE TRE VER,"1,200,000",645.84,"1,858",Oct-23,POTONG PASIR AVENUE 1,Sub Sale,Strata,60,"20,000",-,Condominium,1,99 yrs lease commencing from 2018,13,Rest of Central Region,06 to 10
BAYSHORE PARK,"3,410,000","3,326.08","1,025",Oct-23,BAYSHORE ROAD,Resale,Strata,309,"11,036",-,Condominium,1,99 yrs lease commencing from 1982,16,Outside Central Region,31 to 35
MACKENZIE 138,"810,000",484.38,"1,672",Oct-23,MACKENZIE ROAD,Resale,Strata,45,"18,000",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
THE BAYSHORE,"1,610,000","1,227.1","1,312",Oct-23,BAYSHORE ROAD,Resale,Strata,114,"14,123",-,Condominium,1,99 yrs lease commencing from 1993,16,Outside Central Region,06 to 10
BOATHOUSE RESIDENCES,"800,000",656.6,"1,218",Oct-23,UPPER SERANGOON VIEW,Resale,Strata,61,"13,115",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
THE CENTRIS,"1,820,000","1,506.96","1,208",Oct-23,JURONG WEST CENTRAL 3,Resale,Strata,140,"13,000",-,Apartment,1,99 yrs lease commencing from 2006,22,Outside Central Region,06 to 10
KENTISH COURT,"1,350,000","1,044.11","1,293",Oct-23,OXFORD ROAD,Resale,Strata,97,"13,918",-,Apartment,1,99 yrs lease commencing from 1995,08,Rest of Central Region,06 to 10
WEST BAY CONDOMINIUM,"1,030,000",936.47,"1,100",Oct-23,WEST COAST CRESCENT,Resale,Strata,87,"11,839",-,Condominium,1,99 yrs lease commencing from 1991,05,Outside Central Region,01 to 05
THE POIZ RESIDENCES,"2,280,000","1,184.04","1,926",Oct-23,MEYAPPA CHETTIAR ROAD,Resale,Strata,110,"20,727",-,Apartment,1,99 yrs lease commencing from 2014,13,Rest of Central Region,11 to 15
PARC KOMO,"1,230,000",699.66,"1,758",Oct-23,UPPER CHANGI ROAD NORTH,Sub Sale,Strata,65,"18,923",-,Apartment,1,Freehold,17,Outside Central Region,01 to 05
STUDIO8,"790,000",462.85,"1,707",Oct-23,JALAN AYER,Resale,Strata,43,"18,372",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
THE FLORENCE RESIDENCES,"2,100,000","1,087.16","1,932",Oct-23,HOUGANG AVENUE 2,Sub Sale,Strata,101,"20,792",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,16 to 20
THE GREENWICH,"1,150,000",904.18,"1,272",Oct-23,SELETAR ROAD,Resale,Strata,84,"13,690",-,Condominium,1,99 yrs lease commencing from 2009,28,Outside Central Region,01 to 05
MIDTOWN BAY,"2,217,800",731.95,"3,030",Oct-23,BEACH ROAD,New Sale,Strata,68,"32,615",-,Apartment,1,99 yrs lease commencing from 2018,07,Core Central Region,06 to 10
THE ENCLAVE . HOLLAND,"1,050,000",419.8,"2,501",Oct-23,HOLLAND ROAD,Resale,Strata,39,"26,923",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
THE RESERVE RESIDENCES,"3,332,797","1,313.21","2,538",Oct-23,JALAN ANAK BUKIT,New Sale,Strata,122,"27,318",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,21 to 25
GAMBIR RIDGE,"2,280,000","1,442.38","1,581",Oct-23,GAMBIR WALK,Resale,Strata,134,"17,015",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
CAVENDISH PARK,"1,980,000","1,313.21","1,508",Oct-23,PINE GROVE,Resale,Strata,122,"16,230",-,Condominium,1,99 yrs lease commencing from 1991,21,Rest of Central Region,11 to 15
MIDTOWN MODERN,"6,425,000","1,808.35","3,553",Oct-23,TAN QUEE LAN STREET,New Sale,Strata,168,"38,244",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,21 to 25
MIDTOWN MODERN,"1,493,000",409.03,"3,650",Oct-23,TAN QUEE LAN STREET,New Sale,Strata,38,"39,289",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,26 to 30
KI RESIDENCES AT BROOKVALE,"2,134,000",936.47,"2,279",Oct-23,BROOKVALE DRIVE,New Sale,Strata,87,"24,529",-,Condominium,1,999 yrs lease commencing from 1885,21,Outside Central Region,01 to 05
EMERALD PARK,"1,938,000","1,205.57","1,608",Oct-23,INDUS ROAD,Resale,Strata,112,"17,304",-,Condominium,1,99 yrs lease commencing from 1991,03,Rest of Central Region,06 to 10
BOTANIQUE AT BARTLEY,"2,098,000","1,065.64","1,969",Oct-23,UPPER PAYA LEBAR ROAD,Resale,Strata,99,"21,192",-,Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,16 to 20
HAZEL PARK CONDOMINIUM,"2,000,000",979.52,"2,042",Oct-23,HAZEL PARK TERRACE,Resale,Strata,91,"21,978",-,Condominium,1,999 yrs lease commencing from 1882,23,Outside Central Region,01 to 05
THE LAKESHORE,"1,610,000","1,162.51","1,385",Oct-23,JURONG WEST STREET 41,Resale,Strata,108,"14,907",-,Condominium,1,99 yrs lease commencing from 2002,22,Outside Central Region,11 to 15
LENTOR HILLS RESIDENCES,"2,037,000",958,"2,126",Oct-23,LENTOR HILLS ROAD,New Sale,Strata,89,"22,888",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,06 to 10
GILLENIA,"1,368,000","1,140.98","1,199",Oct-23,ROSYTH ROAD,Resale,Strata,106,"12,906",-,Apartment,1,999 yrs lease commencing from 1886,19,Outside Central Region,01 to 05
LENTOR HILLS RESIDENCES,"1,597,000",688.9,"2,318",Oct-23,LENTOR HILLS ROAD,New Sale,Strata,64,"24,953",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,16 to 20
SUITES AT ORCHARD,"2,100,000","1,367.03","1,536",Oct-23,HANDY ROAD,Resale,Strata,127,"16,535",-,Apartment,1,99 yrs lease commencing from 2007,09,Core Central Region,06 to 10
VACANZA @ EAST,"1,970,000","1,399.32","1,408",Oct-23,LENGKONG TUJOH,Resale,Strata,130,"15,154",-,Condominium,1,Freehold,14,Outside Central Region,01 to 05
SPRINGDALE CONDOMINIUM,"1,800,000","1,108.69","1,624",Oct-23,HINDHEDE WALK,Resale,Strata,103,"17,476",-,Condominium,1,999 yrs lease commencing from 1877,21,Outside Central Region,01 to 05
D'LEEDON,"3,380,000","1,679.18","2,013",Oct-23,LEEDON HEIGHTS,Resale,Strata,156,"21,667",-,Condominium,1,99 yrs lease commencing from 2010,10,Core Central Region,21 to 25
PARC OLYMPIA,"1,345,000","1,162.51","1,157",Oct-23,FLORA DRIVE,Resale,Strata,108,"12,454",-,Condominium,1,99 yrs lease commencing from 2012,17,Outside Central Region,06 to 10
KLIMT CAIRNHILL,"5,250,000","1,496.2","3,509",Oct-23,CAIRNHILL ROAD,New Sale,Strata,139,"37,770",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
KLIMT CAIRNHILL,"5,250,000","1,496.2","3,509",Oct-23,CAIRNHILL ROAD,New Sale,Strata,139,"37,770",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
WATERFRONT KEY,"1,800,000","1,205.57","1,493",Oct-23,BEDOK RESERVOIR ROAD,Resale,Strata,112,"16,071",-,Condominium,1,99 yrs lease commencing from 2007,16,Outside Central Region,01 to 05
8 RODYK,"3,200,000","1,367.03","2,341",Oct-23,RODYK STREET,Resale,Strata,127,"25,197",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
LAKEHOLMZ,"1,800,000","1,506.96","1,194",Oct-23,CORPORATION ROAD,Resale,Strata,140,"12,857",-,Condominium,1,99 yrs lease commencing from 2001,22,Outside Central Region,11 to 15
FLAME TREE PARK,"3,158,000","1,862.17","1,696",Oct-23,SIN MING AVENUE,Resale,Strata,173,"18,254",-,Condominium,1,Freehold,20,Rest of Central Region,01 to 05
TIVOLI GRANDE,"1,950,000","1,528.49","1,276",Oct-23,KOON SENG ROAD,Resale,Strata,142,"13,732",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
THE MINTON,"1,600,000","1,087.16","1,472",Oct-23,HOUGANG STREET 11,Resale,Strata,101,"15,842",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,06 to 10
KATONG REGENCY,"3,350,000","1,991.34","1,682",Oct-23,TANJONG KATONG ROAD,Resale,Strata,185,"18,108",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15
TANGERINE GROVE,"1,415,000",914.94,"1,547",Oct-23,PAYA LEBAR CRESCENT,Resale,Strata,85,"16,647",-,Condominium,1,Freehold,19,Outside Central Region,01 to 05
ASCENTIA SKY,"1,750,000",947.23,"1,847",Oct-23,ALEXANDRA VIEW,Resale,Strata,88,"19,886",-,Condominium,1,99 yrs lease commencing from 2008,03,Rest of Central Region,11 to 15
CASHEW PARK CONDOMINIUM,"1,768,000","1,367.03","1,293",Oct-23,CASHEW ROAD,Resale,Strata,127,"13,921",-,Condominium,1,999 yrs lease commencing from 1882,23,Outside Central Region,01 to 05
THE SAIL @ MARINA BAY,"1,780,000",861.12,"2,067",Oct-23,MARINA BOULEVARD,Resale,Strata,80,"22,250",-,Apartment,1,99 yrs lease commencing from 2002,01,Core Central Region,41 to 45
PARC ROSEWOOD,"1,000,000",828.83,"1,207",Oct-23,ROSEWOOD DRIVE,Resale,Strata,77,"12,987",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
AURA 83,"1,275,888",785.77,"1,624",Oct-23,DUKU ROAD,Resale,Strata,73,"17,478",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
RIVERSAILS,"1,630,000","1,108.69","1,470",Oct-23,UPPER SERANGOON CRESCENT,Resale,Strata,103,"15,825",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,16 to 20
AALTO,"5,050,000","2,023.63","2,496",Oct-23,MEYER ROAD,Resale,Strata,188,"26,862",-,Condominium,1,Freehold,15,Rest of Central Region,16 to 20
STUDIOS @ MARNE,"743,888",516.67,"1,440",Oct-23,MARNE ROAD,Resale,Strata,48,"15,498",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
BEDOK RESIDENCES,"1,600,000",882.65,"1,813",Oct-23,BEDOK NORTH DRIVE,Resale,Strata,82,"19,512",-,Apartment,1,99 yrs lease commencing from 2011,16,Outside Central Region,06 to 10
THE CALROSE,"1,708,000",968.76,"1,763",Oct-23,YIO CHU KANG ROAD,Resale,Strata,90,"18,978",-,Condominium,1,Freehold,26,Outside Central Region,01 to 05
COTE D'AZUR,"2,750,400","1,539.25","1,787",Oct-23,MARINE PARADE ROAD,Resale,Strata,143,"19,234",-,Condominium,1,99 yrs lease commencing from 2001,15,Rest of Central Region,06 to 10
STIRLING RESIDENCES,"2,210,000","1,054.87","2,095",Oct-23,STIRLING ROAD,Resale,Strata,98,"22,551",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,01 to 05
THE GLYNDEBOURNE,"4,620,000","1,991.34","2,320",Oct-23,TREVOSE CRESCENT,Resale,Strata,185,"24,973",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
THE FLORENCE RESIDENCES,"1,145,000",667.37,"1,716",Oct-23,HOUGANG AVENUE 2,Sub Sale,Strata,62,"18,468",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
PARC RIVIERA,"780,000",462.85,"1,685",Oct-23,WEST COAST VALE,Resale,Strata,43,"18,140",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,31 to 35
GRANGE HEIGHTS,"5,780,000","3,024.68","1,911",Oct-23,ST. THOMAS WALK,Resale,Strata,281,"20,569",-,Apartment,1,Freehold,09,Core Central Region,26 to 30
THE VISION,"2,200,000","1,302.44","1,689",Oct-23,WEST COAST CRESCENT,Resale,Strata,121,"18,182",-,Condominium,1,99 yrs lease commencing from 2008,05,Outside Central Region,26 to 30
RIVERBAY,"1,380,000",925.7,"1,491",Oct-23,MAR THOMA ROAD,Resale,Strata,86,"16,047",-,Apartment,1,999 yrs lease commencing from 1882,12,Rest of Central Region,11 to 15
HIGH PARK RESIDENCES,"1,268,000",871.88,"1,454",Oct-23,FERNVALE ROAD,Resale,Strata,81,"15,654",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,06 to 10
THE LANAI,"1,680,000","1,044.11","1,609",Oct-23,HILLVIEW AVENUE,Resale,Strata,97,"17,320",-,Condominium,1,999 yrs lease commencing from 1885,23,Outside Central Region,06 to 10
BOTANIKA,"3,840,000","1,679.18","2,287",Oct-23,HOLLAND ROAD,Resale,Strata,156,"24,615",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
THE GARDEN RESIDENCES,"2,080,000","1,119.46","1,858",Oct-23,SERANGOON NORTH VIEW,Resale,Strata,104,"20,000",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,06 to 10
HAZEL PARK CONDOMINIUM,"2,168,000","1,388.56","1,561",Oct-23,HAZEL PARK TERRACE,Resale,Strata,129,"16,806",-,Condominium,1,999 yrs lease commencing from 1882,23,Outside Central Region,06 to 10
REGENT GROVE,"1,090,000","1,194.8",912,Oct-23,CHOA CHU KANG NORTH 7,Resale,Strata,111,"9,820",-,Condominium,1,99 yrs lease commencing from 1997,23,Outside Central Region,01 to 05
STARS OF KOVAN,"1,280,000",742.72,"1,723",Oct-23,UPPER SERANGOON ROAD,Resale,Strata,69,"18,551",-,Apartment,1,99 yrs lease commencing from 2015,19,Outside Central Region,01 to 05
RIVERFRONT RESIDENCES,"1,520,000",914.94,"1,661",Oct-23,HOUGANG AVENUE 7,Sub Sale,Strata,85,"17,882",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
OASIS GARDEN,"1,670,000","1,033.34","1,616",Oct-23,JALAN BUNGA RAMPAI,Resale,Strata,96,"17,396",-,Condominium,1,Freehold,19,Rest of Central Region,01 to 05
TREASURE AT TAMPINES,"1,400,000",914.94,"1,530",Oct-23,TAMPINES LANE,Sub Sale,Strata,85,"16,471",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05
TANGLIN VIEW,"1,470,000",871.88,"1,686",Oct-23,PRINCE CHARLES CRESCENT,Resale,Strata,81,"18,148",-,Condominium,1,99 yrs lease commencing from 1997,03,Rest of Central Region,11 to 15
GRAND DUNMAN,"1,844,000",667.37,"2,763",Oct-23,DUNMAN ROAD,New Sale,Strata,62,"29,742",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15
THE RESERVE RESIDENCES,"3,607,035","1,474.67","2,446",Oct-23,JALAN ANAK BUKIT,New Sale,Strata,137,"26,329",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,26 to 30
GRAND DUNMAN,"2,185,000",775.01,"2,819",Oct-23,DUNMAN ROAD,New Sale,Strata,72,"30,347",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,16 to 20
LENTOR HILLS RESIDENCES,"2,776,000","1,345.5","2,063",Oct-23,LENTOR HILLS ROAD,New Sale,Strata,125,"22,208",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,06 to 10
LENTOR HILLS RESIDENCES,"2,308,000","1,130.22","2,042",Oct-23,LENTOR HILLS ROAD,New Sale,Strata,105,"21,981",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,06 to 10
LENTOR HILLS RESIDENCES,"2,157,000","1,108.69","1,946",Oct-23,LENTOR HILLS ROAD,New Sale,Strata,103,"20,942",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05
LENTOR HILLS RESIDENCES,"2,848,000","1,356.26","2,100",Oct-23,LENTOR HILLS ROAD,New Sale,Strata,126,"22,603",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15
KLIMT CAIRNHILL,"2,650,000",828.83,"3,197",Oct-23,CAIRNHILL ROAD,New Sale,Strata,77,"34,416",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
KLIMT CAIRNHILL,"5,650,000","1,496.2","3,776",Oct-23,CAIRNHILL ROAD,New Sale,Strata,139,"40,647",-,Apartment,1,Freehold,09,Core Central Region,16 to 20
THE RESERVE RESIDENCES,"2,991,490","1,313.21","2,278",Oct-23,JALAN ANAK BUKIT,New Sale,Strata,122,"24,520",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,06 to 10
LIV @ MB,"3,106,000","1,453.14","2,137",Oct-23,ARTHUR ROAD,New Sale,Strata,135,"23,007",-,Condominium,1,99 yrs lease commencing from 2021,15,Rest of Central Region,01 to 05
THE ARDEN,"1,304,000",721.19,"1,808",Oct-23,PHOENIX ROAD,New Sale,Strata,67,"19,463",-,Apartment,1,99 yrs lease commencing from 2023,23,Outside Central Region,01 to 05
LENTOR HILLS RESIDENCES,"2,746,000","1,345.5","2,041",Oct-23,LENTOR HILLS ROAD,New Sale,Strata,125,"21,968",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,01 to 05
LENTOR HILLS RESIDENCES,"2,756,000","1,345.5","2,048",Oct-23,LENTOR HILLS ROAD,New Sale,Strata,125,"22,048",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,06 to 10
LENTOR HILLS RESIDENCES,"1,665,000",721.19,"2,309",Oct-23,LENTOR HILLS ROAD,New Sale,Strata,67,"24,851",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,21 to 25
THE ARDEN,"1,338,000",721.19,"1,855",Oct-23,PHOENIX ROAD,New Sale,Strata,67,"19,970",-,Apartment,1,99 yrs lease commencing from 2023,23,Outside Central Region,01 to 05
KLIMT CAIRNHILL,"2,700,000",828.83,"3,258",Oct-23,CAIRNHILL ROAD,New Sale,Strata,77,"35,065",-,Apartment,1,Freehold,09,Core Central Region,11 to 15
THE MYST,"1,539,000",699.66,"2,200",Oct-23,UPPER BUKIT TIMAH ROAD,New Sale,Strata,65,"23,677",-,Condominium,1,99 yrs lease commencing from 2023,23,Outside Central Region,11 to 15
THE LAKEGARDEN RESIDENCES,"3,554,000","1,550.02","2,293",Oct-23,YUAN CHING ROAD,New Sale,Strata,144,"24,681",-,Apartment,1,99 yrs lease commencing from 2023,22,Outside Central Region,16 to 20
ST MICHAEL'S PLACE,"1,718,888","1,259.39","1,365",Oct-23,JALAN TAMAN,Resale,Strata,117,"14,691",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
SKY EDEN@BEDOK,"2,706,000","1,302.44","2,078",Oct-23,BEDOK CENTRAL,New Sale,Strata,121,"22,364",-,Apartment,1,99 yrs lease commencing from 2022,16,Outside Central Region,06 to 10
THE ALPS RESIDENCES,"1,500,000","1,087.16","1,380",Oct-23,TAMPINES STREET 86,Resale,Strata,101,"14,851",-,Condominium,1,99 yrs lease commencing from 2015,18,Outside Central Region,06 to 10
QUEENS,"2,310,000","1,410.08","1,638",Oct-23,STIRLING ROAD,Resale,Strata,131,"17,634",-,Condominium,1,99 yrs lease commencing from 1998,03,Rest of Central Region,26 to 30
GRAND DUNMAN,"2,161,000",775.01,"2,788",Oct-23,DUNMAN ROAD,New Sale,Strata,72,"30,014",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15
THE SHOREFRONT,"1,560,000",882.65,"1,767",Oct-23,JALAN LOYANG BESAR,New Sale,Strata,82,"19,024",-,Apartment,1,999 yrs lease commencing from 1937,17,Outside Central Region,01 to 05
