Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level,Latitude,Longitude,Full Address,Nearest MRT Stations,Nearby Hawker Centers,Shopping Malls Within Radius of 1km
COTE D'AZUR,"2,550,000","1,270.15","2,008",Mar-24,MARINE PARADE ROAD,Resale,Strata,118,"21,610",-,Condominium,1,99 yrs lease commencing from 2001,15,Rest of Central Region,01 to 05,1.30020054263455,103.903969872762,68 MARINE PARADE ROAD COTE D'AZUR SINGAPORE 449301,MARINE PARADE MRT STATION; TANJONG KATONG MRT STATION,Marine Parade Central Blk 84 (84 Marine Parade Central Market and Food Centre),Katong Shopping Centre; Katong Square; i12 Katong; Parkway Parade; Roxy Square
ONE AMBER,"3,000,000","1,334.74","2,248",Mar-24,AMBER GARDENS,Resale,Strata,124,"24,194",-,Condominium,1,Freehold,15,Rest of Central Region,21 to 25,1.30137638010264,103.898166752118,1 AMBER GARDENS ONE AMBER SINGAPORE 439957,TANJONG KATONG MRT STATION; MARINE PARADE MRT STATION,Marine Parade Central Blk 84 (84 Marine Parade Central Market and Food Centre); Dunman Food Centre,Katong Shopping Centre; Katong Square; i12 Katong; Parkway Parade; Roxy Square
WATER PLACE,"2,350,000","1,356.26","1,733",Mar-24,TANJONG RHU ROAD,Resale,Strata,126,"18,651",-,Condominium,1,99 yrs lease commencing from 1998,15,Rest of Central Region,01 to 05,1.29599038601325,103.872366565317,177 TANJONG RHU ROAD WATER PLACE SINGAPORE 436607,TANJONG RHU MRT STATION; STADIUM MRT STATION,,Kallang Wave Mall; Leisure Park Kallang
KATONG REGENCY,"2,900,000","1,388.56","2,089",Mar-24,TANJONG KATONG ROAD,Resale,Strata,129,"22,481",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10,1.3143704796903,103.894529014229,17 TANJONG KATONG ROAD KATONG REGENCY SINGAPORE 437159,PAYA LEBAR MRT STATION; PAYA LEBAR MRT STATION; DAKOTA MRT STATION,Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Geylang Serai Market; Dunman Food Centre,Paya Lebar Square; Singpost Centre; City Plaza
THE CONTINUUM,"3,355,000","1,270.15","2,641",Mar-24,THIAM SIEW AVENUE,New Sale,Strata,118,"28,432",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05,1.31099710605752,103.895720193717,3 THIAM SIEW AVENUE THE CONTINUUM (U/C) SINGAPORE 436841,PAYA LEBAR MRT STATION; DAKOTA MRT STATION; PAYA LEBAR MRT STATION,Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Geylang Serai Market; Dunman Food Centre,Katong Shopping Centre; Paya Lebar Square; Singpost Centre; City Plaza
77 @ EAST COAST,"860,000",409.03,"2,103",Mar-24,UPPER EAST COAST ROAD,Resale,Strata,38,"22,632",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05,1.31336356489796,103.927394321393,77 UPPER EAST COAST ROAD 77 @ EAST COAST SINGAPORE 455218,SIGLAP MRT STATION,,
COSTA RHU,"1,950,000","1,399.32","1,394",Mar-24,RHU CROSS,Resale,Strata,130,"15,000",-,Condominium,1,99 yrs lease commencing from 1994,15,Rest of Central Region,11 to 15,1.29708628576013,103.866898764032,9 RHU CROSS COSTA RHU SINGAPORE 437436,NICOLL HIGHWAY MRT STATION; TANJONG RHU MRT STATION; PROMENADE MRT STATION; PROMENADE MRT STATION,Golden Mile Food Centre,Duo; Millenia Walk; Kallang Wave Mall
PALMERA RESIDENCE,"1,650,000",882.65,"1,869",Mar-24,LORONG N TELOK KURAU,Resale,Strata,82,"20,122",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05,1.30950544505901,103.911289279494,38 LORONG N TELOK KURAU PALMERA RESIDENCE SINGAPORE 425163,MARINE TERRACE MRT STATION; MARINE PARADE MRT STATION,Marine Parade Central Blk 84 (84 Marine Parade Central Market and Food Centre); Marine Terrace Blk 50A (50A Marine Terrace),Katong Square; i12 Katong; Roxy Square
THE CONTINUUM,"2,059,000",721.19,"2,855",Mar-24,THIAM SIEW AVENUE,New Sale,Strata,67,"30,731",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15,1.31099710605752,103.895720193717,3 THIAM SIEW AVENUE THE CONTINUUM (U/C) SINGAPORE 436841,PAYA LEBAR MRT STATION; DAKOTA MRT STATION; PAYA LEBAR MRT STATION,Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Geylang Serai Market; Dunman Food Centre,Katong Shopping Centre; Paya Lebar Square; Singpost Centre; City Plaza
GRAND DUNMAN,"3,414,000","1,431.61","2,385",Mar-24,DUNMAN ROAD,New Sale,Strata,133,"25,669",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05,1.30793011957246,103.890384748086,2 DUNMAN ROAD GRAND DUNMAN (U/C) SINGAPORE 439188,DAKOTA MRT STATION; MOUNTBATTEN MRT STATION,Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall); Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market); Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Kallang Estate Fresh Market and Food Centre,City Plaza
GRAND DUNMAN,"3,058,000","1,291.68","2,367",Mar-24,DUNMAN ROAD,New Sale,Strata,120,"25,483",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05,1.30793011957246,103.890384748086,2 DUNMAN ROAD GRAND DUNMAN (U/C) SINGAPORE 439188,DAKOTA MRT STATION; MOUNTBATTEN MRT STATION,Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall); Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market); Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Kallang Estate Fresh Market and Food Centre,City Plaza
GRAND DUNMAN,"3,063,000","1,291.68","2,371",Mar-24,DUNMAN ROAD,New Sale,Strata,120,"25,525",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05,1.30793011957246,103.890384748086,2 DUNMAN ROAD GRAND DUNMAN (U/C) SINGAPORE 439188,DAKOTA MRT STATION; MOUNTBATTEN MRT STATION,Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall); Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market); Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Kallang Estate Fresh Market and Food Centre,City Plaza
GRAND DUNMAN,"3,068,000","1,291.68","2,375",Mar-24,DUNMAN ROAD,New Sale,Strata,120,"25,567",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05,1.30793011957246,103.890384748086,2 DUNMAN ROAD GRAND DUNMAN (U/C) SINGAPORE 439188,DAKOTA MRT STATION; MOUNTBATTEN MRT STATION,Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall); Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market); Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Kallang Estate Fresh Market and Food Centre,City Plaza
GRAND DUNMAN,"3,712,000","1,431.61","2,593",Mar-24,DUNMAN ROAD,New Sale,Strata,133,"27,910",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15,1.30793011957246,103.890384748086,2 DUNMAN ROAD GRAND DUNMAN (U/C) SINGAPORE 439188,DAKOTA MRT STATION; MOUNTBATTEN MRT STATION,Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall); Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market); Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Kallang Estate Fresh Market and Food Centre,City Plaza
LAGOON VIEW,"1,760,000","1,646.89","1,069",Mar-24,MARINE PARADE ROAD,Resale,Strata,153,"11,503",-,Apartment,1,99 yrs lease commencing from 1977,15,Outside Central Region,06 to 10,1.31071549002397,103.933972129966,5000N MARINE PARADE ROAD LAGOON VIEW SINGAPORE 449295,SIGLAP MRT STATION; BAYSHORE MRT STATION,East Coast Lagoon Food Village,
GRAND DUNMAN,"3,196,000","1,291.68","2,474",Mar-24,DUNMAN ROAD,New Sale,Strata,120,"26,633",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,06 to 10,1.30793011957246,103.890384748086,2 DUNMAN ROAD GRAND DUNMAN (U/C) SINGAPORE 439188,DAKOTA MRT STATION; MOUNTBATTEN MRT STATION,Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall); Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market); Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Kallang Estate Fresh Market and Food Centre,City Plaza
AALTO,"4,900,000","1,959.05","2,501",Mar-24,MEYER ROAD,Resale,Strata,182,"26,923",-,Condominium,1,Freehold,15,Rest of Central Region,16 to 20,1.29872414233917,103.897227038286,191 MEYER ROAD AALTO SINGAPORE 437980,TANJONG KATONG MRT STATION,,Katong Shopping Centre; Parkway Parade; Roxy Square
BUTTERWORTH 8,"2,050,000","1,022.58","2,005",Mar-24,BUTTERWORTH LANE,Resale,Strata,95,"21,579",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10,1.31217627526073,103.895117089121,6 BUTTERWORTH LANE BUTTERWORTH 8 SINGAPORE 439422,PAYA LEBAR MRT STATION; PAYA LEBAR MRT STATION; DAKOTA MRT STATION,Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Geylang Serai Market; Dunman Food Centre,Paya Lebar Square; Singpost Centre; City Plaza
GRAND DUNMAN,"3,570,000","1,431.61","2,494",Mar-24,DUNMAN ROAD,New Sale,Strata,133,"26,842",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15,1.30793011957246,103.890384748086,2 DUNMAN ROAD GRAND DUNMAN (U/C) SINGAPORE 439188,DAKOTA MRT STATION; MOUNTBATTEN MRT STATION,Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall); Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market); Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Kallang Estate Fresh Market and Food Centre,City Plaza
GRAND DUNMAN,"3,053,000","1,291.68","2,364",Mar-24,DUNMAN ROAD,New Sale,Strata,120,"25,442",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05,1.30793011957246,103.890384748086,2 DUNMAN ROAD GRAND DUNMAN (U/C) SINGAPORE 439188,DAKOTA MRT STATION; MOUNTBATTEN MRT STATION,Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall); Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market); Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Kallang Estate Fresh Market and Food Centre,City Plaza
GRAND DUNMAN,"3,147,000","1,291.68","2,436",Mar-24,DUNMAN ROAD,New Sale,Strata,120,"26,225",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15,1.30793011957246,103.890384748086,2 DUNMAN ROAD GRAND DUNMAN (U/C) SINGAPORE 439188,DAKOTA MRT STATION; MOUNTBATTEN MRT STATION,Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall); Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market); Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Kallang Estate Fresh Market and Food Centre,City Plaza
GRAND DUNMAN,"3,153,000","1,291.68","2,441",Mar-24,DUNMAN ROAD,New Sale,Strata,120,"26,275",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15,1.30793011957246,103.890384748086,2 DUNMAN ROAD GRAND DUNMAN (U/C) SINGAPORE 439188,DAKOTA MRT STATION; MOUNTBATTEN MRT STATION,Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall); Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market); Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Kallang Estate Fresh Market and Food Centre,City Plaza
GRAND DUNMAN,"3,165,000","1,291.68","2,450",Mar-24,DUNMAN ROAD,New Sale,Strata,120,"26,375",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,16 to 20,1.30793011957246,103.890384748086,2 DUNMAN ROAD GRAND DUNMAN (U/C) SINGAPORE 439188,DAKOTA MRT STATION; MOUNTBATTEN MRT STATION,Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall); Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market); Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Kallang Estate Fresh Market and Food Centre,City Plaza
GRAND DUNMAN,"3,171,000","1,291.68","2,455",Mar-24,DUNMAN ROAD,New Sale,Strata,120,"26,425",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,16 to 20,1.30793011957246,103.890384748086,2 DUNMAN ROAD GRAND DUNMAN (U/C) SINGAPORE 439188,DAKOTA MRT STATION; MOUNTBATTEN MRT STATION,Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall); Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market); Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Kallang Estate Fresh Market and Food Centre,City Plaza
GRAND DUNMAN,"2,214,000",775.01,"2,857",Mar-24,DUNMAN ROAD,New Sale,Strata,72,"30,750",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15,1.30793011957246,103.890384748086,2 DUNMAN ROAD GRAND DUNMAN (U/C) SINGAPORE 439188,DAKOTA MRT STATION; MOUNTBATTEN MRT STATION,Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall); Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market); Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Kallang Estate Fresh Market and Food Centre,City Plaza
GRAND DUNMAN,"3,676,000","1,431.61","2,568",Mar-24,DUNMAN ROAD,New Sale,Strata,133,"27,639",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,06 to 10,1.30793011957246,103.890384748086,2 DUNMAN ROAD GRAND DUNMAN (U/C) SINGAPORE 439188,DAKOTA MRT STATION; MOUNTBATTEN MRT STATION,Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall); Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market); Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Kallang Estate Fresh Market and Food Centre,City Plaza
LAGUNA PARK,"2,100,000","1,614.6","1,301",Mar-24,MARINE PARADE ROAD,Resale,Strata,150,"14,000",-,Apartment,1,99 yrs lease commencing from 1977,15,Outside Central Region,11 to 15,1.30909263484316,103.929289218137,5000A MARINE PARADE ROAD LAGUNA PARK SINGAPORE 449284,SIGLAP MRT STATION,East Coast Lagoon Food Village,
THE ATRIA AT MEYER,"3,450,000","1,614.6","2,137",Mar-24,MEYER ROAD,Resale,Strata,150,"23,000",-,Condominium,1,Freehold,15,Rest of Central Region,16 to 20,1.29668185515836,103.889100113074,61 MEYER ROAD THE ATRIA AT MEYER SINGAPORE 437885,KATONG PARK MRT STATION; TANJONG KATONG MRT STATION,Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market),
TEMBUSU GRAND,"2,833,000","1,173.28","2,415",Mar-24,JALAN TEMBUSU,New Sale,Strata,109,"25,991",-,Condominium,1,99 yrs lease commencing from 2022,15,Rest of Central Region,06 to 10,1.30564484991169,103.896865551663,92 JALAN TEMBUSU TEMBUSU GRAND (U/C) SINGAPORE 439142,TANJONG KATONG MRT STATION; DAKOTA MRT STATION,Dunman Food Centre,Katong Shopping Centre; Katong Square; i12 Katong; Roxy Square
EAST GALLERIA,"1,700,000",893.41,"1,903",Mar-24,SEA AVENUE,Resale,Strata,83,"20,482",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05,1.3057998737184,103.907284703752,19 SEA AVENUE EAST GALLERIA SINGAPORE 424239,MARINE PARADE MRT STATION; MARINE TERRACE MRT STATION,Marine Parade Central Blk 84 (84 Marine Parade Central Market and Food Centre); Marine Terrace Blk 50A (50A Marine Terrace); Dunman Food Centre,Katong Shopping Centre; Katong Square; i12 Katong; Parkway Parade; Roxy Square
SPRING @ LANGSAT,"1,430,000",893.41,"1,601",Mar-24,LANGSAT ROAD,Resale,Strata,83,"17,229",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05,1.31511560847861,103.900276347946,5 LANGSAT ROAD SPRING @ LANGSAT SINGAPORE 426691,EUNOS MRT STATION; PAYA LEBAR MRT STATION; PAYA LEBAR MRT STATION,Eunos Crescent Blk 4A; Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Geylang Serai Market; Dunman Food Centre,Paya Lebar Square; Singpost Centre; City Plaza
TIVOLI GRANDE,"1,950,000","1,528.49","1,276",Mar-24,KOON SENG ROAD,Resale,Strata,142,"13,732",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05,1.31265222713663,103.906189486223,126 KOON SENG ROAD TIVOLI GRANDE SINGAPORE 427059,EUNOS MRT STATION,Eunos Crescent Blk 4A; Geylang Serai Market; Dunman Food Centre,Katong Square; i12 Katong; Roxy Square
ST PATRICK'S LOFT,"2,050,000","1,227.1","1,671",Mar-24,ST. PATRICK'S ROAD,Resale,Strata,114,"17,982",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05,1.30862818277128,103.9135193784,43 SAINT PATRICK'S ROAD SAINT PATRICK'S LOFT SINGAPORE 424165,MARINE TERRACE MRT STATION,Marine Terrace Blk 50A (50A Marine Terrace),
EASTWIND MANSIONS,"2,000,888","1,345.5","1,487",Mar-24,JOO CHIAT TERRACE,Resale,Strata,125,"16,007",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05,1.31427299639943,103.9023720141,102 JOO CHIAT TERRACE EASTWIND MANSIONS SINGAPORE 427256,EUNOS MRT STATION,Eunos Crescent Blk 4A; Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Geylang Serai Market; Dunman Food Centre,Singpost Centre; City Plaza
GRAND DUNMAN,"3,159,000","1,291.68","2,446",Mar-24,DUNMAN ROAD,New Sale,Strata,120,"26,325",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15,1.30793011957246,103.890384748086,2 DUNMAN ROAD GRAND DUNMAN (U/C) SINGAPORE 439188,DAKOTA MRT STATION; MOUNTBATTEN MRT STATION,Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall); Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market); Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Kallang Estate Fresh Market and Food Centre,City Plaza
GRAND DUNMAN,"3,088,000","1,291.68","2,391",Mar-24,DUNMAN ROAD,New Sale,Strata,120,"25,733",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05,1.30793011957246,103.890384748086,2 DUNMAN ROAD GRAND DUNMAN (U/C) SINGAPORE 439188,DAKOTA MRT STATION; MOUNTBATTEN MRT STATION,Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall); Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market); Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Kallang Estate Fresh Market and Food Centre,City Plaza
THE CRISTALLO,"880,000",570.49,"1,543",Mar-24,LORONG K TELOK KURAU,Resale,Strata,53,"16,604",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05,1.31266290803793,103.911509004252,70 LORONG K TELOK KURAU THE CRISTALLO SINGAPORE 425687,MARINE TERRACE MRT STATION; KEMBANGAN MRT STATION,Marine Terrace Blk 50A (50A Marine Terrace),
PARK EAST,"2,670,000","1,722.24","1,550",Mar-24,JALAN TUA KONG,Resale,Strata,160,"16,688",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05,1.34903800663995,103.851998020641,BISHAN EAST NEIGHBOURHOOD PARK,BISHAN MRT STATION; BISHAN MRT STATION,,Junction 8; Junction 8
SILVERSEA,"1,933,888",979.52,"1,974",Mar-24,MARINE PARADE ROAD,Resale,Strata,91,"21,252",-,Condominium,1,99 yrs lease commencing from 2007,15,Rest of Central Region,01 to 05,1.2999959193995,103.903100616491,50 MARINE PARADE ROAD SILVERSEA SINGAPORE 449307,MARINE PARADE MRT STATION; TANJONG KATONG MRT STATION,Marine Parade Central Blk 84 (84 Marine Parade Central Market and Food Centre),Katong Shopping Centre; Katong Square; i12 Katong; Parkway Parade; Roxy Square
STILL 123,"2,430,000","1,948.28","1,247",Mar-24,LANGSAT ROAD,Resale,Strata,181,"13,425",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05,1.31606027614435,103.905221925833,123 LANGSAT ROAD STILL 123 SINGAPORE 426775,EUNOS MRT STATION,Eunos Crescent Blk 4A; Geylang Serai Market; Dunman Food Centre,
WATER PLACE,"2,220,000","1,463.9","1,516",Mar-24,TANJONG RHU ROAD,Resale,Strata,136,"16,324",-,Condominium,1,99 yrs lease commencing from 1998,15,Rest of Central Region,01 to 05,1.29599038601325,103.872366565317,177 TANJONG RHU ROAD WATER PLACE SINGAPORE 436607,TANJONG RHU MRT STATION; STADIUM MRT STATION,,Kallang Wave Mall; Leisure Park Kallang
SEASIDE RESIDENCES,"1,235,000",592.02,"2,086",Mar-24,SIGLAP LINK,Resale,Strata,55,"22,455",-,Apartment,1,99 yrs lease commencing from 2016,15,Outside Central Region,06 to 10,1.30741289729613,103.926676412664,18 SIGLAP LINK SEASIDE RESIDENCES SINGAPORE 448873,SIGLAP MRT STATION,East Coast Lagoon Food Village,
HAIG 162,"710,000",355.21,"1,999",Mar-24,HAIG ROAD,Resale,Strata,33,"21,515",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15,1.30633784011654,103.898772934564,162 HAIG ROAD HAIG 162 SINGAPORE 438773,TANJONG KATONG MRT STATION; MARINE PARADE MRT STATION,Marine Parade Central Blk 84 (84 Marine Parade Central Market and Food Centre); Dunman Food Centre,Katong Shopping Centre; Katong Square; i12 Katong; Parkway Parade; Roxy Square
GRAND DUNMAN,"2,072,000",775.01,"2,674",Mar-24,DUNMAN ROAD,New Sale,Strata,72,"28,778",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05,1.30793011957246,103.890384748086,2 DUNMAN ROAD GRAND DUNMAN (U/C) SINGAPORE 439188,DAKOTA MRT STATION; MOUNTBATTEN MRT STATION,Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall); Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market); Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Kallang Estate Fresh Market and Food Centre,City Plaza
GRAND DUNMAN,"3,640,000","1,431.61","2,543",Mar-24,DUNMAN ROAD,New Sale,Strata,133,"27,368",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,06 to 10,1.30793011957246,103.890384748086,2 DUNMAN ROAD GRAND DUNMAN (U/C) SINGAPORE 439188,DAKOTA MRT STATION; MOUNTBATTEN MRT STATION,Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall); Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market); Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Kallang Estate Fresh Market and Food Centre,City Plaza
COSTA ESTE,"1,780,000","1,431.61","1,243",Mar-24,LORONG K TELOK KURAU,Resale,Strata,133,"13,383",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05,1.31228274672898,103.90955975689,42 LORONG K TELOK KURAU COSTA ESTE SINGAPORE 425653,MARINE TERRACE MRT STATION,Dunman Food Centre,Katong Square; i12 Katong
KING'S MANSION,"3,060,000","1,603.84","1,908",Mar-24,TANJONG KATONG ROAD,Resale,Strata,149,"20,537",-,Condominium,1,Freehold,15,Rest of Central Region,16 to 20,1.30061340931524,103.898408751785,12 AMBER GARDENS KING'S MANSION SINGAPORE 439959,TANJONG KATONG MRT STATION; MARINE PARADE MRT STATION,Marine Parade Central Blk 84 (84 Marine Parade Central Market and Food Centre),Katong Shopping Centre; Katong Square; i12 Katong; Parkway Parade; Roxy Square
ESPIRA SPRING,"1,500,000","1,194.8","1,255",Mar-24,LORONG G TELOK KURAU,Resale,Strata,111,"13,514",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05,1.31777768380608,103.91042566464,61 LORONG G TELOK KURAU ESPIRA SPRING SINGAPORE 426327,API Error: 502,Eunos Crescent Blk 4A,
THE NCLAVE,"1,808,000","1,302.44","1,388",Mar-24,LORONG N TELOK KURAU,Resale,Strata,121,"14,942",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05,1.3107158736674,103.91510862562,81 LORONG N TELOK KURAU THE NCLAVE SINGAPORE 425231,MARINE TERRACE MRT STATION,Marine Terrace Blk 50A (50A Marine Terrace),
PEBBLE BAY,"2,458,000","1,377.79","1,784",Mar-24,TANJONG RHU ROAD,Resale,Strata,128,"19,203",-,Condominium,1,99 yrs lease commencing from 1994,15,Rest of Central Region,01 to 05,1.298089024558,103.871049333284,136 TANJONG RHU ROAD PEBBLE BAY SINGAPORE 436921,TANJONG RHU MRT STATION; STADIUM MRT STATION; NICOLL HIGHWAY MRT STATION,Golden Mile Food Centre,Kallang Wave Mall; Leisure Park Kallang
PARK EAST,"3,160,000","2,023.63","1,562",Mar-24,JALAN TUA KONG,Resale,Strata,188,"16,809",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05,1.34903800663995,103.851998020641,BISHAN EAST NEIGHBOURHOOD PARK,BISHAN MRT STATION; BISHAN MRT STATION,,Junction 8; Junction 8
AMBER PARK,"1,899,000",678.13,"2,800",Mar-24,AMBER GARDENS,Sub Sale,Strata,63,"30,143",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10,1.30037788595042,103.899209385533,16 AMBER GARDENS AMBER PARK SINGAPORE 439961,TANJONG KATONG MRT STATION; MARINE PARADE MRT STATION,Marine Parade Central Blk 84 (84 Marine Parade Central Market and Food Centre),Katong Shopping Centre; Katong Square; i12 Katong; Parkway Parade; Roxy Square
D'SAVILLE,"1,950,000","1,162.51","1,677",Mar-24,JALAN TENGGIRI,Resale,Strata,108,"18,056",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05,1.30708432855045,103.914277900233,22 JALAN TENGGIRI D' SAVILLE SINGAPORE 428268,MARINE TERRACE MRT STATION,Marine Terrace Blk 50A (50A Marine Terrace),
THE ATRIA AT MEYER,"3,050,000","1,345.5","2,267",Mar-24,MEYER ROAD,Resale,Strata,125,"24,400",-,Condominium,1,Freehold,15,Rest of Central Region,21 to 25,1.29668185515836,103.889100113074,61 MEYER ROAD THE ATRIA AT MEYER SINGAPORE 437885,KATONG PARK MRT STATION; TANJONG KATONG MRT STATION,Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market),
SEASIDE RESIDENCES,"1,410,000",678.13,"2,079",Mar-24,SIGLAP LINK,Resale,Strata,63,"22,381",-,Apartment,1,99 yrs lease commencing from 2016,15,Outside Central Region,11 to 15,1.30741289729613,103.926676412664,18 SIGLAP LINK SEASIDE RESIDENCES SINGAPORE 448873,SIGLAP MRT STATION,East Coast Lagoon Food Village,
