Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level,Latitude,Longitude,Full Address,Nearest MRT Stations,Nearby Hawker Centers,Shopping Malls Within Radius of 1km
AVENUE SOUTH RESIDENCE,"3,187,000","1,496.2","2,130",May-21,SILAT AVENUE,New Sale,Strata,139,"22,928",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,36 to 40,1.27662953410733,103.829105212029,11 SILAT AVENUE AVENUE SOUTH RESIDENCE SINGAPORE 168877,KEPPEL MRT STATION; CANTONMENT MRT STATION,Telok Blangah Rise Blk 36 (Telok Blangah Rise Market); Jalan Bukit Merah Blk 112 (Blk 112 Jalan Bukit Merah Market and Food Centre); Tiong Bahru Market,
THE LANDMARK,"1,104,000",516.67,"2,137",May-21,CHIN SWEE ROAD,New Sale,Strata,48,"23,000",-,Condominium,1,99 yrs lease commencing from 2020,3,Rest of Central Region,11 to 15,1.28616304514336,103.839553885885,173 CHIN SWEE ROAD THE LANDMARK (U/C) SINGAPORE 169878,CHINATOWN MRT STATION; OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; CHINATOWN MRT STATION; HAVELOCK MRT STATION; OUTRAM PARK MRT STATION; MAXWELL MRT STATION; CLARKE QUAY MRT STATION; FORT CANNING MRT STATION,Upper Cross Street Blk 531A (Hong Lim Food Centre and Market); Maxwell Food Centre (Kim Hua Market); Jalan Kukoh Blk 1 (Kukoh 21 Food Centre); Tiong Bahru Market; Smith Street Blk 335 (Chinatown Complex Market); New Market Road Blk 32 (People's Park Food Centre),People's Park Centre; People's Park Complex; Singapore Shopping Centre
AVENUE SOUTH RESIDENCE,"1,917,000",947.23,"2,024",Apr-21,SILAT AVENUE,New Sale,Strata,88,"21,784",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,21 to 25,1.27662953410733,103.829105212029,11 SILAT AVENUE AVENUE SOUTH RESIDENCE SINGAPORE 168877,KEPPEL MRT STATION; CANTONMENT MRT STATION,Telok Blangah Rise Blk 36 (Telok Blangah Rise Market); Jalan Bukit Merah Blk 112 (Blk 112 Jalan Bukit Merah Market and Food Centre); Tiong Bahru Market,
AVENUE SOUTH RESIDENCE,"1,965,000",947.23,"2,074",Apr-21,SILAT AVENUE,New Sale,Strata,88,"22,330",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,26 to 30,1.27662953410733,103.829105212029,11 SILAT AVENUE AVENUE SOUTH RESIDENCE SINGAPORE 168877,KEPPEL MRT STATION; CANTONMENT MRT STATION,Telok Blangah Rise Blk 36 (Telok Blangah Rise Market); Jalan Bukit Merah Blk 112 (Blk 112 Jalan Bukit Merah Market and Food Centre); Tiong Bahru Market,
THE LANDMARK,"1,495,890",764.24,"1,957",Apr-21,CHIN SWEE ROAD,New Sale,Strata,71,"21,069",-,Condominium,1,99 yrs lease commencing from 2020,3,Rest of Central Region,01 to 05,1.28616304514336,103.839553885885,173 CHIN SWEE ROAD THE LANDMARK (U/C) SINGAPORE 169878,CHINATOWN MRT STATION; OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; CHINATOWN MRT STATION; HAVELOCK MRT STATION; OUTRAM PARK MRT STATION; MAXWELL MRT STATION; CLARKE QUAY MRT STATION; FORT CANNING MRT STATION,Upper Cross Street Blk 531A (Hong Lim Food Centre and Market); Maxwell Food Centre (Kim Hua Market); Jalan Kukoh Blk 1 (Kukoh 21 Food Centre); Tiong Bahru Market; Smith Street Blk 335 (Chinatown Complex Market); New Market Road Blk 32 (People's Park Food Centre),People's Park Centre; People's Park Complex; Singapore Shopping Centre
STIRLING RESIDENCES,"1,381,000",635.08,"2,175",Apr-21,STIRLING ROAD,New Sale,Strata,59,"23,407",-,Apartment,1,99 yrs lease commencing from 2017,3,Rest of Central Region,36 to 40,1.29677202648703,103.800712927589,503 STIRLING ROAD MDIS RESIDENCES @ STIRLING SINGAPORE 148959,QUEENSTOWN MRT STATION; COMMONWEALTH MRT STATION,Margaret Drive Hawker Centre; Tanglin Halt Hawker Centre & Market; Tanglin Halt Market; Mei Chin Road Blk 159 (Mei Chin Road Market),
ECHELON,"1,420,000",731.95,"1,940",Apr-21,ALEXANDRA VIEW,Resale,Strata,68,"20,882",-,Condominium,1,99 yrs lease commencing from 2012,3,Rest of Central Region,31 to 35,1.29060694545576,103.817866920135,9 ALEXANDRA VIEW ECHELON SINGAPORE 158742,REDHILL MRT STATION,Redhill Lane Blk 85 (Redhill Food Centre); Redhill Lane Blk 79 (Redhill Market); Bukit Merah View Blk 115 (Blk 115 Bukit Merah View Market and Food Centre); Bukit Merah Central Blk 163 (Bukit Merah Central Food Centre),
AVENUE SOUTH RESIDENCE,"1,190,000",527.44,"2,256",Apr-21,SILAT AVENUE,New Sale,Strata,49,"24,286",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,46 to 50,1.27662953410733,103.829105212029,11 SILAT AVENUE AVENUE SOUTH RESIDENCE SINGAPORE 168877,KEPPEL MRT STATION; CANTONMENT MRT STATION,Telok Blangah Rise Blk 36 (Telok Blangah Rise Market); Jalan Bukit Merah Blk 112 (Blk 112 Jalan Bukit Merah Market and Food Centre); Tiong Bahru Market,
AVENUE SOUTH RESIDENCE,"1,759,000",721.19,"2,439",Apr-21,SILAT AVENUE,New Sale,Strata,67,"26,254",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,46 to 50,1.27662953410733,103.829105212029,11 SILAT AVENUE AVENUE SOUTH RESIDENCE SINGAPORE 168877,KEPPEL MRT STATION; CANTONMENT MRT STATION,Telok Blangah Rise Blk 36 (Telok Blangah Rise Market); Jalan Bukit Merah Blk 112 (Blk 112 Jalan Bukit Merah Market and Food Centre); Tiong Bahru Market,
AVENUE SOUTH RESIDENCE,"2,058,000",947.23,"2,173",Apr-21,SILAT AVENUE,New Sale,Strata,88,"23,386",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,46 to 50,1.27662953410733,103.829105212029,11 SILAT AVENUE AVENUE SOUTH RESIDENCE SINGAPORE 168877,KEPPEL MRT STATION; CANTONMENT MRT STATION,Telok Blangah Rise Blk 36 (Telok Blangah Rise Market); Jalan Bukit Merah Blk 112 (Blk 112 Jalan Bukit Merah Market and Food Centre); Tiong Bahru Market,
ENG HOON MANSIONS,"1,540,000","1,184.04","1,301",Apr-21,ENG HOON STREET,Resale,Strata,110,"14,000",-,Apartment,1,Freehold,3,Rest of Central Region,01 to 05,1.28350589483745,103.834492752536,17 ENG HOON STREET ENG HOON MANSIONS SINGAPORE 169767,HAVELOCK MRT STATION; OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; TIONG BAHRU MRT STATION; CHINATOWN MRT STATION,Jalan Kukoh Blk 1 (Kukoh 21 Food Centre); Tiong Bahru Market; Beo Crescent Market; Havelock Road Blk 22A/B (Havelock Road Cooked Food Centre); Smith Street Blk 335 (Chinatown Complex Market); New Market Road Blk 32 (People's Park Food Centre),People's Park Complex; Tiong Bahru Plaza
THE LANDMARK,"1,093,950",495.14,"2,209",Apr-21,CHIN SWEE ROAD,New Sale,Strata,46,"23,782",-,Condominium,1,99 yrs lease commencing from 2020,3,Rest of Central Region,16 to 20,1.28616304514336,103.839553885885,173 CHIN SWEE ROAD THE LANDMARK (U/C) SINGAPORE 169878,CHINATOWN MRT STATION; OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; CHINATOWN MRT STATION; HAVELOCK MRT STATION; OUTRAM PARK MRT STATION; MAXWELL MRT STATION; CLARKE QUAY MRT STATION; FORT CANNING MRT STATION,Upper Cross Street Blk 531A (Hong Lim Food Centre and Market); Maxwell Food Centre (Kim Hua Market); Jalan Kukoh Blk 1 (Kukoh 21 Food Centre); Tiong Bahru Market; Smith Street Blk 335 (Chinatown Complex Market); New Market Road Blk 32 (People's Park Food Centre),People's Park Centre; People's Park Complex; Singapore Shopping Centre
STIRLING RESIDENCES,"1,420,000",688.9,"2,061",Apr-21,STIRLING ROAD,New Sale,Strata,64,"22,188",-,Apartment,1,99 yrs lease commencing from 2017,3,Rest of Central Region,31 to 35,1.29677202648703,103.800712927589,503 STIRLING ROAD MDIS RESIDENCES @ STIRLING SINGAPORE 148959,QUEENSTOWN MRT STATION; COMMONWEALTH MRT STATION,Margaret Drive Hawker Centre; Tanglin Halt Hawker Centre & Market; Tanglin Halt Market; Mei Chin Road Blk 159 (Mei Chin Road Market),
STIRLING RESIDENCES,"1,375,000",635.08,"2,165",Apr-21,STIRLING ROAD,New Sale,Strata,59,"23,305",-,Apartment,1,99 yrs lease commencing from 2017,3,Rest of Central Region,36 to 40,1.29677202648703,103.800712927589,503 STIRLING ROAD MDIS RESIDENCES @ STIRLING SINGAPORE 148959,QUEENSTOWN MRT STATION; COMMONWEALTH MRT STATION,Margaret Drive Hawker Centre; Tanglin Halt Hawker Centre & Market; Tanglin Halt Market; Mei Chin Road Blk 159 (Mei Chin Road Market),
COMMONWEALTH TOWERS,"1,680,000",904.18,"1,858",Apr-21,COMMONWEALTH AVENUE,Resale,Strata,84,"20,000",-,Condominium,1,99 yrs lease commencing from 2013,3,Rest of Central Region,06 to 10,1.29573433474414,103.806030198974,230 COMMONWEALTH AVENUE COMMONWEALTH TOWERS SINGAPORE 149739,QUEENSTOWN MRT STATION,Margaret Drive Hawker Centre; Tanglin Halt Hawker Centre & Market; Mei Chin Road Blk 159 (Mei Chin Road Market),Alexandra Central; Anchorpoint; Queensway Shopping Centre
RIVIERE,"3,222,400","1,216.33","2,649",Apr-21,JIAK KIM STREET,New Sale,Strata,113,"28,517",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,06 to 10,1.3546911714716,103.875392408709,19B LIM TUA TOW ROAD CASA RIVIERA SINGAPORE 547802,SERANGOON MRT STATION; SERANGOON MRT STATION,,NEX; Upper Serangoon Shopping Centre
THE METROPOLITAN CONDOMINIUM,"1,950,000","1,399.32","1,394",Apr-21,ALEXANDRA VIEW,Resale,Strata,130,"15,000",-,Condominium,1,99 yrs lease commencing from 2006,3,Rest of Central Region,21 to 25,1.2904773422307,103.81601645096,8 ALEXANDRA VIEW THE METROPOLITAN CONDOMINIUM SINGAPORE 158747,REDHILL MRT STATION,Redhill Lane Blk 85 (Redhill Food Centre); Redhill Lane Blk 79 (Redhill Market); Bukit Merah View Blk 115 (Blk 115 Bukit Merah View Market and Food Centre); Bukit Merah Central Blk 163 (Bukit Merah Central Food Centre); Jalan Bukit Merah Blk 6 (ABC Brickworks Market/Food Centre),
RIVIERE,"2,300,000",818.06,"2,812",Apr-21,JIAK KIM STREET,New Sale,Strata,76,"30,263",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,21 to 25,1.3546911714716,103.875392408709,19B LIM TUA TOW ROAD CASA RIVIERA SINGAPORE 547802,SERANGOON MRT STATION; SERANGOON MRT STATION,,NEX; Upper Serangoon Shopping Centre
AVENUE SOUTH RESIDENCE,"1,622,000",731.95,"2,216",Apr-21,SILAT AVENUE,New Sale,Strata,68,"23,853",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,46 to 50,1.27662953410733,103.829105212029,11 SILAT AVENUE AVENUE SOUTH RESIDENCE SINGAPORE 168877,KEPPEL MRT STATION; CANTONMENT MRT STATION,Telok Blangah Rise Blk 36 (Telok Blangah Rise Market); Jalan Bukit Merah Blk 112 (Blk 112 Jalan Bukit Merah Market and Food Centre); Tiong Bahru Market,
STIRLING RESIDENCES,"1,435,000",871.88,"1,646",Apr-21,STIRLING ROAD,New Sale,Strata,81,"17,716",-,Apartment,1,99 yrs lease commencing from 2017,3,Rest of Central Region,36 to 40,1.29677202648703,103.800712927589,503 STIRLING ROAD MDIS RESIDENCES @ STIRLING SINGAPORE 148959,QUEENSTOWN MRT STATION; COMMONWEALTH MRT STATION,Margaret Drive Hawker Centre; Tanglin Halt Hawker Centre & Market; Tanglin Halt Market; Mei Chin Road Blk 159 (Mei Chin Road Market),
AVENUE SOUTH RESIDENCE,"1,458,000",656.6,"2,221",Apr-21,SILAT AVENUE,New Sale,Strata,61,"23,902",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,41 to 45,1.27662953410733,103.829105212029,11 SILAT AVENUE AVENUE SOUTH RESIDENCE SINGAPORE 168877,KEPPEL MRT STATION; CANTONMENT MRT STATION,Telok Blangah Rise Blk 36 (Telok Blangah Rise Market); Jalan Bukit Merah Blk 112 (Blk 112 Jalan Bukit Merah Market and Food Centre); Tiong Bahru Market,
THE LANDMARK,"1,608,000",678.13,"2,371",Apr-21,CHIN SWEE ROAD,New Sale,Strata,63,"25,524",-,Condominium,1,99 yrs lease commencing from 2020,3,Rest of Central Region,11 to 15,1.28616304514336,103.839553885885,173 CHIN SWEE ROAD THE LANDMARK (U/C) SINGAPORE 169878,CHINATOWN MRT STATION; OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; CHINATOWN MRT STATION; HAVELOCK MRT STATION; OUTRAM PARK MRT STATION; MAXWELL MRT STATION; CLARKE QUAY MRT STATION; FORT CANNING MRT STATION,Upper Cross Street Blk 531A (Hong Lim Food Centre and Market); Maxwell Food Centre (Kim Hua Market); Jalan Kukoh Blk 1 (Kukoh 21 Food Centre); Tiong Bahru Market; Smith Street Blk 335 (Chinatown Complex Market); New Market Road Blk 32 (People's Park Food Centre),People's Park Centre; People's Park Complex; Singapore Shopping Centre
STIRLING RESIDENCES,"1,421,000",871.88,"1,630",Apr-21,STIRLING ROAD,New Sale,Strata,81,"17,543",-,Apartment,1,99 yrs lease commencing from 2017,3,Rest of Central Region,36 to 40,1.29677202648703,103.800712927589,503 STIRLING ROAD MDIS RESIDENCES @ STIRLING SINGAPORE 148959,QUEENSTOWN MRT STATION; COMMONWEALTH MRT STATION,Margaret Drive Hawker Centre; Tanglin Halt Hawker Centre & Market; Tanglin Halt Market; Mei Chin Road Blk 159 (Mei Chin Road Market),
TANGLIN VIEW,"1,470,000","1,151.75","1,276",Apr-21,PRINCE CHARLES CRESCENT,Resale,Strata,107,"13,738",-,Condominium,1,99 yrs lease commencing from 1997,3,Rest of Central Region,01 to 05,1.29199744950701,103.817880738443,152 PRINCE CHARLES CRESCENT TANGLIN VIEW SINGAPORE 159013,REDHILL MRT STATION,Redhill Lane Blk 85 (Redhill Food Centre); Redhill Lane Blk 79 (Redhill Market); Bukit Merah View Blk 115 (Blk 115 Bukit Merah View Market and Food Centre); Bukit Merah Central Blk 163 (Bukit Merah Central Food Centre),
RIVIERE,"2,063,050",818.06,"2,522",Apr-21,JIAK KIM STREET,New Sale,Strata,76,"27,145",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,01 to 05,1.3546911714716,103.875392408709,19B LIM TUA TOW ROAD CASA RIVIERA SINGAPORE 547802,SERANGOON MRT STATION; SERANGOON MRT STATION,,NEX; Upper Serangoon Shopping Centre
ONE PEARL BANK,"2,729,000","1,280.92","2,131",Apr-21,PEARL BANK,New Sale,Strata,119,"22,933",-,Apartment,1,99 yrs lease commencing from 2019,3,Rest of Central Region,01 to 05,1.28296148659589,103.839814598308,1 PEARL BANK ONE PEARL BANK SINGAPORE 169016,OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; CHINATOWN MRT STATION; MAXWELL MRT STATION; CHINATOWN MRT STATION; HAVELOCK MRT STATION; TELOK AYER MRT STATION; TANJONG PAGAR MRT STATION; CLARKE QUAY MRT STATION,Amoy Street Food Centre (Telok Ayer Food Centre); Tanjong Pagar Plaza Blk 6 (Blk 6 Tanjong Pagar Plaza Market and Food Centre); Upper Cross Street Blk 531A (Hong Lim Food Centre and Market); Maxwell Food Centre (Kim Hua Market); Jalan Kukoh Blk 1 (Kukoh 21 Food Centre); Tiong Bahru Market; Smith Street Blk 335 (Chinatown Complex Market); New Market Road Blk 32 (People's Park Food Centre),People's Park Centre; People's Park Complex; Singapore Shopping Centre; Tanjong Pagar Centre
ONE PEARL BANK,"1,887,000",839.59,"2,248",Apr-21,PEARL BANK,New Sale,Strata,78,"24,192",-,Apartment,1,99 yrs lease commencing from 2019,3,Rest of Central Region,06 to 10,1.28296148659589,103.839814598308,1 PEARL BANK ONE PEARL BANK SINGAPORE 169016,OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; CHINATOWN MRT STATION; MAXWELL MRT STATION; CHINATOWN MRT STATION; HAVELOCK MRT STATION; TELOK AYER MRT STATION; TANJONG PAGAR MRT STATION; CLARKE QUAY MRT STATION,Amoy Street Food Centre (Telok Ayer Food Centre); Tanjong Pagar Plaza Blk 6 (Blk 6 Tanjong Pagar Plaza Market and Food Centre); Upper Cross Street Blk 531A (Hong Lim Food Centre and Market); Maxwell Food Centre (Kim Hua Market); Jalan Kukoh Blk 1 (Kukoh 21 Food Centre); Tiong Bahru Market; Smith Street Blk 335 (Chinatown Complex Market); New Market Road Blk 32 (People's Park Food Centre),People's Park Centre; People's Park Complex; Singapore Shopping Centre; Tanjong Pagar Centre
STIRLING RESIDENCES,"1,118,000",505.91,"2,210",Apr-21,STIRLING ROAD,New Sale,Strata,47,"23,787",-,Apartment,1,99 yrs lease commencing from 2017,3,Rest of Central Region,36 to 40,1.29677202648703,103.800712927589,503 STIRLING ROAD MDIS RESIDENCES @ STIRLING SINGAPORE 148959,QUEENSTOWN MRT STATION; COMMONWEALTH MRT STATION,Margaret Drive Hawker Centre; Tanglin Halt Hawker Centre & Market; Tanglin Halt Market; Mei Chin Road Blk 159 (Mei Chin Road Market),
STIRLING RESIDENCES,"1,129,000",505.91,"2,232",Apr-21,STIRLING ROAD,New Sale,Strata,47,"24,021",-,Apartment,1,99 yrs lease commencing from 2017,3,Rest of Central Region,36 to 40,1.29677202648703,103.800712927589,503 STIRLING ROAD MDIS RESIDENCES @ STIRLING SINGAPORE 148959,QUEENSTOWN MRT STATION; COMMONWEALTH MRT STATION,Margaret Drive Hawker Centre; Tanglin Halt Hawker Centre & Market; Tanglin Halt Market; Mei Chin Road Blk 159 (Mei Chin Road Market),
ONE PEARL BANK,"1,747,000",742.72,"2,352",Apr-21,PEARL BANK,New Sale,Strata,69,"25,319",-,Apartment,1,99 yrs lease commencing from 2019,3,Rest of Central Region,11 to 15,1.28296148659589,103.839814598308,1 PEARL BANK ONE PEARL BANK SINGAPORE 169016,OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; CHINATOWN MRT STATION; MAXWELL MRT STATION; CHINATOWN MRT STATION; HAVELOCK MRT STATION; TELOK AYER MRT STATION; TANJONG PAGAR MRT STATION; CLARKE QUAY MRT STATION,Amoy Street Food Centre (Telok Ayer Food Centre); Tanjong Pagar Plaza Blk 6 (Blk 6 Tanjong Pagar Plaza Market and Food Centre); Upper Cross Street Blk 531A (Hong Lim Food Centre and Market); Maxwell Food Centre (Kim Hua Market); Jalan Kukoh Blk 1 (Kukoh 21 Food Centre); Tiong Bahru Market; Smith Street Blk 335 (Chinatown Complex Market); New Market Road Blk 32 (People's Park Food Centre),People's Park Centre; People's Park Complex; Singapore Shopping Centre; Tanjong Pagar Centre
ONE PEARL BANK,"1,780,000",742.72,"2,397",Apr-21,PEARL BANK,New Sale,Strata,69,"25,797",-,Apartment,1,99 yrs lease commencing from 2019,3,Rest of Central Region,16 to 20,1.28296148659589,103.839814598308,1 PEARL BANK ONE PEARL BANK SINGAPORE 169016,OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; CHINATOWN MRT STATION; MAXWELL MRT STATION; CHINATOWN MRT STATION; HAVELOCK MRT STATION; TELOK AYER MRT STATION; TANJONG PAGAR MRT STATION; CLARKE QUAY MRT STATION,Amoy Street Food Centre (Telok Ayer Food Centre); Tanjong Pagar Plaza Blk 6 (Blk 6 Tanjong Pagar Plaza Market and Food Centre); Upper Cross Street Blk 531A (Hong Lim Food Centre and Market); Maxwell Food Centre (Kim Hua Market); Jalan Kukoh Blk 1 (Kukoh 21 Food Centre); Tiong Bahru Market; Smith Street Blk 335 (Chinatown Complex Market); New Market Road Blk 32 (People's Park Food Centre),People's Park Centre; People's Park Complex; Singapore Shopping Centre; Tanjong Pagar Centre
AVENUE SOUTH RESIDENCE,"1,573,000",656.6,"2,396",Apr-21,SILAT AVENUE,New Sale,Strata,61,"25,787",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,46 to 50,1.27662953410733,103.829105212029,11 SILAT AVENUE AVENUE SOUTH RESIDENCE SINGAPORE 168877,KEPPEL MRT STATION; CANTONMENT MRT STATION,Telok Blangah Rise Blk 36 (Telok Blangah Rise Market); Jalan Bukit Merah Blk 112 (Blk 112 Jalan Bukit Merah Market and Food Centre); Tiong Bahru Market,
AVENUE SOUTH RESIDENCE,"1,988,000",947.23,"2,099",Apr-21,SILAT AVENUE,New Sale,Strata,88,"22,591",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,31 to 35,1.27662953410733,103.829105212029,11 SILAT AVENUE AVENUE SOUTH RESIDENCE SINGAPORE 168877,KEPPEL MRT STATION; CANTONMENT MRT STATION,Telok Blangah Rise Blk 36 (Telok Blangah Rise Market); Jalan Bukit Merah Blk 112 (Blk 112 Jalan Bukit Merah Market and Food Centre); Tiong Bahru Market,
THE LANDMARK,"1,487,000",764.24,"1,946",Apr-21,CHIN SWEE ROAD,New Sale,Strata,71,"20,944",-,Condominium,1,99 yrs lease commencing from 2020,3,Rest of Central Region,01 to 05,1.28616304514336,103.839553885885,173 CHIN SWEE ROAD THE LANDMARK (U/C) SINGAPORE 169878,CHINATOWN MRT STATION; OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; CHINATOWN MRT STATION; HAVELOCK MRT STATION; OUTRAM PARK MRT STATION; MAXWELL MRT STATION; CLARKE QUAY MRT STATION; FORT CANNING MRT STATION,Upper Cross Street Blk 531A (Hong Lim Food Centre and Market); Maxwell Food Centre (Kim Hua Market); Jalan Kukoh Blk 1 (Kukoh 21 Food Centre); Tiong Bahru Market; Smith Street Blk 335 (Chinatown Complex Market); New Market Road Blk 32 (People's Park Food Centre),People's Park Centre; People's Park Complex; Singapore Shopping Centre
THE LANDMARK,"1,110,000",495.14,"2,242",Apr-21,CHIN SWEE ROAD,New Sale,Strata,46,"24,130",-,Condominium,1,99 yrs lease commencing from 2020,3,Rest of Central Region,16 to 20,1.28616304514336,103.839553885885,173 CHIN SWEE ROAD THE LANDMARK (U/C) SINGAPORE 169878,CHINATOWN MRT STATION; OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; CHINATOWN MRT STATION; HAVELOCK MRT STATION; OUTRAM PARK MRT STATION; MAXWELL MRT STATION; CLARKE QUAY MRT STATION; FORT CANNING MRT STATION,Upper Cross Street Blk 531A (Hong Lim Food Centre and Market); Maxwell Food Centre (Kim Hua Market); Jalan Kukoh Blk 1 (Kukoh 21 Food Centre); Tiong Bahru Market; Smith Street Blk 335 (Chinatown Complex Market); New Market Road Blk 32 (People's Park Food Centre),People's Park Centre; People's Park Complex; Singapore Shopping Centre
THE LANDMARK,"1,631,000",678.13,"2,405",Apr-21,CHIN SWEE ROAD,New Sale,Strata,63,"25,889",-,Condominium,1,99 yrs lease commencing from 2020,3,Rest of Central Region,16 to 20,1.28616304514336,103.839553885885,173 CHIN SWEE ROAD THE LANDMARK (U/C) SINGAPORE 169878,CHINATOWN MRT STATION; OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; CHINATOWN MRT STATION; HAVELOCK MRT STATION; OUTRAM PARK MRT STATION; MAXWELL MRT STATION; CLARKE QUAY MRT STATION; FORT CANNING MRT STATION,Upper Cross Street Blk 531A (Hong Lim Food Centre and Market); Maxwell Food Centre (Kim Hua Market); Jalan Kukoh Blk 1 (Kukoh 21 Food Centre); Tiong Bahru Market; Smith Street Blk 335 (Chinatown Complex Market); New Market Road Blk 32 (People's Park Food Centre),People's Park Centre; People's Park Complex; Singapore Shopping Centre
